red,green,blue,off,position,color
672,188,661,8,1,yellow
673,120,597,16,2,yellow
754,339,725,25,3,yellow
446,364,304,127,4,blue
578,448,391,21,5,blue
527,275,186,1,6,blue
593,398,326,1,7,blue
726,289,739,1,8,red
705,160,520,0,9,red
679,269,561,12,10,red
515,168,429,64,11,red
539,230,576,1,12,green
517,193,566,3,13,green
379,119,498,13,14,green
594,190,581,33,15,green
646,98,532,3,0,yellow
676,190,665,5,1,yellow
673,120,597,16,2,yellow
750,338,723,27,3,yellow
446,367,305,126,4,blue
579,448,391,21,5,blue
527,275,188,2,6,blue
593,397,326,2,7,blue
728,291,740,0,8,red
705,161,520,0,9,red
678,268,560,13,10,red
515,166,429,64,11,red
538,228,575,2,12,green
515,190,564,5,13,green
380,120,499,12,14,green
592,188,579,35,15,green
648,99,534,2,0,yellow
673,190,662,6,1,yellow
673,117,598,18,2,yellow
751,342,723,25,3,yellow
447,370,310,126,4,blue
580,448,392,20,5,blue
522,273,187,1,6,blue
595,392,324,3,7,blue
720,305,735,0,8,red
709,153,524,2,9,red
678,266,564,12,10,red
519,168,429,63,11,red
532,227,576,0,12,green
525,198,564,4,13,green
380,119,499,13,14,green
592,187,578,35,15,green
650,101,536,0,0,yellow
676,193,664,4,1,yellow
677,118,598,16,2,yellow
749,341,722,26,3,yellow
448,371,311,125,4,blue
579,447,391,21,5,blue
517,267,181,6,6,blue
597,394,326,1,7,blue
719,306,734,0,8,red
709,154,526,0,9,red
679,268,565,11,10,red
518,168,428,64,11,red
529,224,573,3,12,green
526,196,564,4,13,green
378,118,497,14,14,green
594,192,581,33,15,green
649,101,533,2,0,yellow
674,190,661,7,1,yellow
678,120,600,15,2,yellow
751,342,724,25,3,yellow
446,368,308,128,4,blue
579,446,390,22,5,blue
520,271,185,3,6,blue
597,396,326,0,7,blue
720,306,734,0,8,red
709,155,526,0,9,red
680,268,565,11,10,red
518,168,427,64,11,red
530,226,574,2,12,green
528,201,565,2,13,green
379,119,498,13,14,green
593,189,581,33,15,green
646,97,531,4,0,yellow
674,191,664,5,1,yellow
676,119,598,16,2,yellow
749,341,722,26,3,yellow
446,370,310,126,4,blue
580,449,393,19,5,blue
520,271,186,3,6,blue
594,392,324,3,7,blue
721,307,734,0,8,red
710,157,526,0,9,red
678,267,565,12,10,red
518,168,428,64,11,red
530,225,574,2,12,green
524,195,562,6,13,green
379,119,498,13,14,green
592,190,579,35,15,green
648,100,533,2,0,yellow
674,193,664,5,1,yellow
673,118,596,18,2,yellow
750,345,722,25,3,yellow
447,372,310,126,4,blue
579,449,391,21,5,blue
520,273,185,3,6,blue
596,397,326,1,7,blue
721,308,735,0,8,red
708,155,524,2,9,red
679,268,564,12,10,red
519,169,429,63,11,red
530,226,574,2,12,green
525,199,564,4,13,green
380,121,499,12,14,green
592,191,580,34,15,green
650,101,535,1,0,yellow
675,192,662,6,1,yellow
678,122,600,15,2,yellow
751,341,722,26,3,yellow
448,370,310,126,4,blue
581,448,392,20,5,blue
519,268,183,5,6,blue
596,393,325,2,7,blue
719,306,735,0,8,red
709,155,526,0,9,red
676,265,563,13,10,red
517,166,426,65,11,red
531,226,574,1,12,green
525,197,563,5,13,green
378,120,498,14,14,green
592,192,580,34,15,green
647,101,533,2,0,yellow
674,191,663,6,1,yellow
677,120,600,15,2,yellow
752,343,725,24,3,yellow
446,369,309,127,4,blue
577,445,389,23,5,blue
519,271,185,3,6,blue
595,393,325,2,7,blue
720,305,733,0,8,red
709,154,526,0,9,red
676,265,562,14,10,red
517,168,427,64,11,red
530,226,575,1,12,green
525,197,565,4,13,green
379,119,499,13,14,green
593,192,582,32,15,green
649,98,533,3,0,yellow
676,193,665,4,1,yellow
675,118,599,16,2,yellow
746,338,720,29,3,yellow
448,370,310,126,4,blue
579,447,391,21,5,blue
521,271,187,2,6,blue
594,393,324,3,7,blue
721,307,734,0,8,red
710,156,525,0,9,red
677,266,563,13,10,red
517,167,427,64,11,red
532,227,576,0,12,green
525,196,563,5,13,green
379,119,499,13,14,green
591,188,579,35,15,green
648,100,535,1,0,yellow
674,190,663,6,1,yellow
676,117,598,17,2,yellow
749,341,723,26,3,yellow
447,370,310,126,4,blue
579,446,391,21,5,blue
521,272,185,2,6,blue
596,394,325,2,7,blue
721,307,735,0,8,red
709,154,526,0,9,red
679,267,565,11,10,red
518,168,428,63,11,red
529,223,573,3,12,green
526,197,564,4,13,green
379,119,499,13,14,green
591,189,577,36,15,green
649,101,534,1,0,yellow
673,190,662,7,1,yellow
678,121,600,15,2,yellow
749,341,722,26,3,yellow
449,370,311,125,4,blue
580,447,391,21,5,blue
520,270,185,3,6,blue
597,394,325,1,7,blue
719,305,734,1,8,red
709,155,526,0,9,red
678,268,565,11,10,red
517,166,427,64,11,red
531,226,574,1,12,green
527,200,565,3,13,green
377,118,497,15,14,green
594,190,582,32,15,green
458,97,446,0,0,green
516,191,602,3,1,green
511,119,530,13,2,green
637,340,692,22,3,green
536,347,408,131,4,yellow
687,429,530,23,5,yellow
736,231,364,5,6,yellow
790,370,479,2,7,yellow
517,430,740,0,8,blue
538,214,518,0,9,blue
568,311,567,8,10,blue
401,218,437,61,11,blue
672,220,488,2,12,red
665,175,492,4,13,red
514,110,424,15,14,red
656,187,553,38,15,red
457,94,445,1,0,green
516,191,601,3,1,green
508,116,527,16,2,green
636,340,692,22,3,green
536,347,409,130,4,yellow
685,428,529,24,5,yellow
738,233,366,3,6,yellow
790,369,478,3,7,yellow
517,429,741,0,8,blue
537,213,517,1,9,blue
568,312,568,7,10,blue
402,220,439,60,11,blue
668,219,486,4,12,red
663,175,491,5,13,red
515,113,426,13,14,red
654,188,550,40,15,red
455,93,442,3,0,green
517,191,601,3,1,green
513,120,530,12,2,green
637,341,691,22,3,green
536,346,408,131,4,yellow
685,428,528,24,5,yellow
738,233,366,3,6,yellow
789,368,477,4,7,yellow
517,429,740,0,8,blue
538,214,518,0,9,blue
568,310,567,8,10,blue
404,220,439,59,11,blue
672,220,488,2,12,red
663,173,491,5,13,red
514,113,425,14,14,red
657,188,552,38,15,red
457,95,444,1,0,green
515,190,600,4,1,green
512,120,530,12,2,green
636,339,692,22,3,green
533,344,406,133,4,yellow
683,426,526,26,5,yellow
735,231,365,4,6,yellow
791,371,481,0,7,yellow
517,429,741,0,8,blue
538,215,517,0,9,blue
566,308,565,10,10,blue
402,219,438,60,11,blue
672,219,487,2,12,red
665,174,491,4,13,red
514,112,424,14,14,red
654,187,549,41,15,red
455,92,443,3,0,green
515,191,600,4,1,green
512,123,531,12,2,green
635,340,692,22,3,green
535,346,408,131,4,yellow
685,428,529,24,5,yellow
738,233,367,2,6,yellow
788,367,476,5,7,yellow
517,429,742,0,8,blue
538,213,518,0,9,blue
568,310,568,8,10,blue
403,220,440,59,11,blue
669,218,487,4,12,red
664,176,492,4,13,red
515,114,426,13,14,red
656,189,553,38,15,red
457,97,444,1,0,green
515,190,601,4,1,green
512,121,532,12,2,green
635,340,693,22,3,green
533,344,406,133,4,yellow
683,426,528,25,5,yellow
736,233,366,3,6,yellow
790,369,479,2,7,yellow
517,428,739,0,8,blue
538,214,517,0,9,blue
566,308,565,10,10,blue
402,219,438,60,11,blue
671,218,487,3,12,red
661,172,490,6,13,red
517,114,427,12,14,red
653,183,549,42,15,red
457,93,444,1,0,green
516,192,600,3,1,green
510,121,528,14,2,green
635,340,692,22,3,green
536,346,408,131,4,yellow
685,427,529,24,5,yellow
738,232,366,3,6,yellow
789,369,478,2,7,yellow
517,429,740,0,8,blue
537,213,517,0,9,blue
566,309,565,9,10,blue
404,221,439,58,11,blue
668,217,484,5,12,red
664,175,491,4,13,red
515,114,425,13,14,red
653,187,550,40,15,red
457,94,445,1,0,green
515,189,600,5,1,green
513,122,533,11,2,green
636,340,693,22,3,green
535,346,409,131,4,yellow
683,427,528,25,5,yellow
738,233,367,3,6,yellow
789,369,479,3,7,yellow
517,429,740,0,8,blue
538,215,518,0,9,blue
564,307,563,12,10,blue
402,219,438,60,11,blue
672,219,488,2,12,red
660,170,488,8,13,red
516,113,426,13,14,red
654,184,550,41,15,red
458,96,446,0,0,green
516,192,601,3,1,green
509,118,528,15,2,green
636,340,692,22,3,green
535,346,408,131,4,yellow
685,428,529,24,5,yellow
736,232,365,4,6,yellow
790,369,479,2,7,yellow
517,429,740,0,8,blue
538,214,518,0,9,blue
569,312,568,7,10,blue
402,219,438,60,11,blue
671,218,487,3,12,red
664,174,491,5,13,red
512,109,423,16,14,red
653,187,550,40,15,red
457,95,445,1,0,green
516,191,601,3,1,green
511,120,530,13,2,green
634,339,691,23,3,green
537,347,409,130,4,yellow
686,428,529,24,5,yellow
737,232,366,4,6,yellow
790,369,478,3,7,yellow
517,429,741,0,8,blue
538,214,517,0,9,blue
568,311,567,8,10,blue
404,220,439,59,11,blue
670,220,487,3,12,red
664,175,491,5,13,red
517,113,427,12,14,red
654,185,551,40,15,red
452,92,443,4,0,green
512,190,602,2,1,green
522,124,528,12,2,green
633,337,689,25,3,green
537,346,409,131,4,yellow
682,426,525,25,5,yellow
738,234,365,3,6,yellow
786,366,477,5,7,yellow
522,429,743,0,8,blue
539,218,523,0,9,blue
568,309,567,8,10,blue
403,218,435,59,11,blue
674,218,483,2,12,red
659,186,485,5,13,red
518,106,436,13,14,red
657,187,554,38,15,red
456,98,447,0,0,green
510,187,600,4,1,green
522,123,529,12,2,green
639,341,696,20,3,green
535,344,406,133,4,yellow
680,424,523,27,5,yellow
737,234,365,4,6,yellow
787,368,479,3,7,yellow
521,428,743,0,8,blue
539,220,523,0,9,blue
565,306,563,11,10,blue
401,217,434,60,11,blue
674,219,483,2,12,red
659,185,485,5,13,red
517,103,434,14,14,red
655,188,552,40,15,red
457,95,445,1,0,green
512,187,599,4,1,green
522,123,526,14,2,green
639,340,693,22,3,green
538,346,408,131,4,yellow
684,427,526,24,5,yellow
742,236,367,1,6,yellow
789,368,479,3,7,yellow
524,428,744,0,8,blue
542,219,523,0,9,blue
569,307,565,9,10,blue
404,217,434,60,11,blue
675,217,481,3,12,red
663,188,486,3,13,red
520,104,434,13,14,red
656,185,551,40,15,red
456,97,446,0,0,green
510,186,600,4,1,green
522,122,528,13,2,green
635,337,693,24,3,green
536,346,409,131,4,yellow
682,426,525,25,5,yellow
739,234,365,3,6,yellow
788,369,480,2,7,yellow
521,428,742,0,8,blue
539,219,523,0,9,blue
566,307,564,10,10,blue
403,218,435,59,11,blue
674,219,483,2,12,red
659,185,485,5,13,red
517,103,434,14,14,red
654,186,552,40,15,red
456,96,446,1,0,green
510,189,600,4,1,green
519,120,526,15,2,green
636,340,693,22,3,green
537,346,408,131,4,yellow
683,427,527,24,5,yellow
738,232,365,4,6,yellow
789,369,481,2,7,yellow
521,428,745,0,8,blue
539,217,522,1,9,blue
567,308,565,9,10,blue
401,217,433,61,11,blue
673,219,482,3,12,red
660,187,486,4,13,red
517,104,434,14,14,red
654,187,553,39,15,red
454,94,444,2,0,green
510,187,599,4,1,green
520,121,527,14,2,green
633,337,690,25,3,green
535,346,409,131,4,yellow
683,428,527,23,5,yellow
739,234,366,2,6,yellow
787,367,478,4,7,yellow
521,428,744,0,8,blue
539,218,522,0,9,blue
566,306,563,10,10,blue
403,219,436,58,11,blue
675,219,483,1,12,red
659,184,483,6,13,red
517,103,433,14,14,red
653,183,550,41,15,red
456,95,445,1,0,green
512,189,602,2,1,green
520,120,527,14,2,green
637,340,695,21,3,green
537,346,409,131,4,yellow
682,426,526,25,5,yellow
735,231,363,6,6,yellow
791,370,482,1,7,yellow
521,427,745,0,8,blue
539,219,524,0,9,blue
568,309,566,8,10,blue
401,218,434,60,11,blue
674,219,483,2,12,red
660,186,485,5,13,red
515,100,432,16,14,red
655,187,553,39,15,red
453,92,443,4,0,green
510,187,599,4,1,green
521,123,528,13,2,green
635,339,693,23,3,green
537,347,410,130,4,yellow
682,425,525,25,5,yellow
740,234,366,3,6,yellow
789,368,480,3,7,yellow
521,428,745,0,8,blue
539,218,524,0,9,blue
570,309,568,7,10,blue
403,218,436,59,11,blue
672,218,481,4,12,red
660,186,485,5,13,red
518,103,434,14,14,red
654,185,552,40,15,red
457,96,448,0,0,green
511,187,603,3,1,green
522,123,531,12,2,green
634,337,693,24,3,green
536,346,410,131,4,yellow
682,427,528,24,5,yellow
738,234,367,3,6,yellow
789,369,482,2,7,yellow
522,428,746,0,8,blue
539,219,525,0,9,blue
568,309,568,8,10,blue
402,217,436,60,11,blue
676,220,487,0,12,red
657,184,485,7,13,red
517,103,436,14,14,red
653,187,553,41,15,red
456,95,445,1,0,green
511,187,599,4,1,green
522,121,527,13,2,green
638,340,695,21,3,green
536,345,407,132,4,yellow
680,424,523,27,5,yellow
737,234,365,4,6,yellow
788,369,480,2,7,yellow
522,428,744,0,8,blue
540,218,523,0,9,blue
569,308,567,8,10,blue
402,216,434,60,11,blue
674,218,483,2,12,red
660,184,485,5,13,red
518,102,434,14,14,red
657,187,555,37,15,red
454,94,447,2,0,green
510,188,601,4,1,green
517,123,530,11,2,green
640,339,689,24,3,green
538,347,410,130,4,yellow
682,426,525,25,5,yellow
739,235,366,2,6,yellow
788,368,477,5,7,yellow
523,421,741,0,8,blue
540,219,526,0,9,blue
572,317,573,7,10,blue
403,217,434,59,11,blue
672,215,490,3,12,red
662,186,481,5,13,red
513,115,421,13,14,red
659,187,556,38,15,red
456,98,449,0,0,green
506,184,598,7,1,green
515,120,528,12,2,green
644,341,692,22,3,green
535,344,408,133,4,yellow
681,425,524,26,5,yellow
737,234,365,2,6,yellow
790,370,481,2,7,yellow
523,421,741,0,8,blue
540,220,526,0,9,blue
568,313,569,10,10,blue
403,217,434,59,11,blue
675,217,492,1,12,red
663,187,482,4,13,red
512,111,420,14,14,red
656,182,554,41,15,red
455,95,448,1,0,green
510,189,602,3,1,green
513,119,527,14,2,green
641,339,692,23,3,green
537,346,410,131,4,yellow
684,427,526,24,5,yellow
734,232,364,4,6,yellow
789,370,480,3,7,yellow
522,421,741,0,8,blue
539,217,525,1,9,blue
570,315,572,8,10,blue
401,217,434,60,11,blue
672,217,491,2,12,red
661,186,481,5,13,red
512,114,421,13,14,red
654,183,551,43,15,red
456,96,448,0,0,green
509,188,601,4,1,green
515,120,528,12,2,green
641,340,691,23,3,green
535,346,408,132,4,yellow
682,426,524,25,5,yellow
734,233,362,4,6,yellow
790,370,480,2,7,yellow
522,422,740,0,8,blue
540,218,525,0,9,blue
569,314,570,9,10,blue
401,217,432,60,11,blue
673,216,490,2,12,red
661,185,480,5,13,red
511,112,420,14,14,red
657,185,554,39,15,red
456,96,448,0,0,green
507,186,598,6,1,green
515,120,527,12,2,green
642,340,692,22,3,green
536,346,409,131,4,yellow
682,426,524,25,5,yellow
733,233,363,4,6,yellow
788,371,479,2,7,yellow
522,421,738,0,8,blue
540,218,524,0,9,blue
570,315,571,8,10,blue
401,216,432,60,11,blue
674,216,490,2,12,red
661,185,479,6,13,red
511,112,419,14,14,red
656,183,553,41,15,red
455,97,447,1,0,green
509,188,600,4,1,green
515,118,527,13,2,green
644,340,692,22,3,green
538,346,409,131,4,yellow
683,426,526,24,5,yellow
734,231,363,5,6,yellow
789,371,480,2,7,yellow
522,421,741,0,8,blue
540,220,525,0,9,blue
569,315,570,9,10,blue
400,216,432,61,11,blue
674,217,491,2,12,red
663,186,482,4,13,red
511,112,420,14,14,red
658,186,556,38,15,red
455,97,448,1,0,green
509,189,601,4,1,green
514,119,526,14,2,green
643,340,691,22,3,green
537,346,410,131,4,yellow
684,427,526,24,5,yellow
738,235,367,1,6,yellow
789,370,480,3,7,yellow
523,421,741,0,8,blue
539,217,524,2,9,blue
570,316,572,8,10,blue
402,217,433,60,11,blue
671,216,489,4,12,red
663,188,482,4,13,red
512,114,421,13,14,red
654,180,553,42,15,red
455,96,448,1,0,green
510,187,601,4,1,green
515,120,527,13,2,green
640,340,690,23,3,green
535,345,408,132,4,yellow
682,425,524,25,5,yellow
736,233,364,3,6,yellow
790,369,479,3,7,yellow
522,420,741,0,8,blue
540,217,525,0,9,blue
569,313,570,9,10,blue
402,216,433,60,11,blue
673,215,491,2,12,red
661,185,480,5,13,red
511,114,420,14,14,red
659,187,556,38,15,red
456,96,448,0,0,green
507,186,599,6,1,green
516,120,528,12,2,green
643,340,692,22,3,green
537,345,408,132,4,yellow
681,424,524,26,5,yellow
734,234,365,3,6,yellow
790,371,480,2,7,yellow
522,421,741,0,8,blue
540,219,525,0,9,blue
569,314,571,9,10,blue
403,217,434,59,11,blue
676,217,492,1,12,red
662,186,481,5,13,red
512,113,421,13,14,red
658,184,556,39,15,red
455,97,448,1,0,green
509,187,601,4,1,green
515,120,529,12,2,green
643,342,693,21,3,green
537,346,409,131,4,yellow
683,427,526,24,5,yellow
736,232,364,4,6,yellow
789,370,481,2,7,yellow
522,421,742,0,8,blue
540,219,525,0,9,blue
570,315,572,8,10,blue
399,215,431,62,11,blue
674,215,491,2,12,red
661,186,481,5,13,red
510,111,419,15,14,red
658,186,555,39,15,red
464,94,446,2,0,green
505,187,599,4,1,green
514,123,531,10,2,green
636,335,690,24,3,green
536,346,409,131,4,yellow
682,426,527,25,5,yellow
740,233,364,3,6,yellow
786,366,477,5,7,yellow
520,419,739,0,8,blue
538,214,520,0,9,blue
568,311,571,9,10,blue
404,220,440,59,11,blue
676,208,500,3,12,red
660,181,486,5,13,red
514,116,418,14,14,red
652,188,550,41,15,red
464,96,445,1,0,green
503,185,596,6,1,green
511,118,526,13,2,green
638,337,691,22,3,green
536,345,407,132,4,yellow
681,424,523,27,5,yellow
739,234,363,2,6,yellow
786,369,478,2,7,yellow
520,420,738,0,8,blue
538,214,518,0,9,blue
566,312,568,10,10,blue
402,220,436,61,11,blue
677,210,499,2,12,red
662,184,486,4,13,red
514,114,416,14,14,red
656,189,553,37,15,red
465,95,446,1,0,green
506,186,600,3,1,green
512,121,529,12,2,green
636,333,689,24,3,green
537,344,409,131,4,yellow
683,423,526,25,5,yellow
738,230,363,4,6,yellow
787,365,479,3,7,yellow
520,416,739,0,8,blue
538,212,520,0,9,blue
570,312,573,7,10,blue
405,218,440,59,11,blue
676,207,500,3,12,red
661,181,486,5,13,red
516,115,419,13,14,red
652,181,549,42,15,red
465,97,446,0,0,green
503,184,597,5,1,green
511,119,527,12,2,green
637,333,690,23,3,green
536,345,408,131,4,yellow
680,423,524,26,5,yellow
737,230,361,4,6,yellow
788,367,478,2,7,yellow
519,417,738,0,8,blue
538,214,518,0,9,blue
566,309,568,10,10,blue
403,219,437,59,11,blue
677,209,500,1,12,red
662,181,486,4,13,red
514,114,416,14,14,red
653,187,550,40,15,red
464,95,445,1,0,green
506,188,599,3,1,green
510,118,525,14,2,green
638,337,691,22,3,green
536,346,408,131,4,yellow
682,426,525,25,5,yellow
737,231,361,4,6,yellow
787,367,477,3,7,yellow
520,420,738,0,8,blue
537,213,517,1,9,blue
568,313,570,8,10,blue
403,220,437,60,11,blue
674,210,498,3,12,red
660,183,485,5,13,red
516,116,418,12,14,red
652,184,550,40,15,red
464,95,446,1,0,green
506,188,600,3,1,green
513,120,528,12,2,green
637,337,690,23,3,green
537,347,408,131,4,yellow
684,427,526,24,5,yellow
738,232,362,4,6,yellow
786,367,476,4,7,yellow
521,420,738,0,8,blue
538,214,520,0,9,blue
568,311,570,9,10,blue
405,222,439,58,11,blue
677,210,500,2,12,red
660,181,485,5,13,red
514,116,417,14,14,red
652,188,549,41,15,red
465,96,446,1,0,green
505,185,598,5,1,green
512,120,529,12,2,green
639,338,694,21,3,green
536,345,408,132,4,yellow
681,426,526,25,5,yellow
738,234,364,3,6,yellow
789,370,480,1,7,yellow
521,419,740,0,8,blue
538,214,520,0,9,blue
570,313,572,7,10,blue
403,219,438,60,11,blue
677,209,500,2,12,red
660,180,485,6,13,red
516,116,418,13,14,red
656,187,555,37,15,red
465,99,447,0,0,green
506,187,600,3,1,green
512,120,528,12,2,green
638,337,692,22,3,green
539,348,411,129,4,yellow
683,427,527,24,5,yellow
735,231,360,6,6,yellow
788,369,479,2,7,yellow
520,420,739,0,8,blue
537,215,520,0,9,blue
567,312,570,9,10,blue
401,218,436,62,11,blue
676,209,500,3,12,red
661,181,486,5,13,red
514,115,418,14,14,red
652,185,550,41,15,red
464,94,446,2,0,green
505,187,599,4,1,green
511,121,527,13,2,green
637,336,691,23,3,green
537,346,409,131,4,yellow
685,427,527,24,5,yellow
740,234,364,2,6,yellow
786,367,478,4,7,yellow
521,419,740,0,8,blue
539,214,520,0,9,blue
569,312,572,8,10,blue
403,220,438,60,11,blue
675,209,499,4,12,red
662,184,487,4,13,red
514,116,418,14,14,red
654,188,552,39,15,red
465,98,448,0,0,green
506,188,601,3,1,green
513,120,529,12,2,green
638,337,693,22,3,green
536,347,410,131,4,yellow
683,427,528,24,5,yellow
739,234,364,3,6,yellow
788,369,480,2,7,yellow
521,420,738,0,8,blue
538,215,520,0,9,blue
567,311,569,10,10,blue
404,220,439,59,11,blue
677,210,501,2,12,red
661,181,486,5,13,red
514,117,418,14,14,red
655,186,552,39,15,red
618,87,375,2,0,red
650,182,542,4,1,red
645,115,456,16,2,red
730,329,663,26,3,red
462,345,358,126,4,green
595,426,457,21,5,green
565,228,272,1,6,green
632,363,392,3,7,green
747,320,821,0,8,yellow
729,166,652,1,9,yellow
701,271,656,13,10,yellow
544,173,519,64,11,yellow
495,299,492,0,12,blue
478,259,488,5,13,blue
350,183,434,13,14,blue
583,208,559,32,15,blue
618,87,376,2,0,red
650,181,541,5,1,red
648,119,457,15,2,red
733,331,664,25,3,red
463,346,359,125,4,green
594,425,458,21,5,green
560,222,266,6,6,green
635,364,394,2,7,green
747,320,823,0,8,yellow
729,166,653,0,9,yellow
702,272,657,12,10,yellow
543,172,518,65,11,yellow
492,296,490,3,12,blue
479,262,489,4,13,blue
350,185,434,13,14,blue
581,206,559,33,15,blue
619,89,375,2,0,red
650,181,541,5,1,red
647,117,457,15,2,red
733,332,665,24,3,red
461,344,357,127,4,green
594,425,458,21,5,green
562,225,270,3,6,green
635,365,396,0,7,green
747,319,821,0,8,yellow
730,168,652,0,9,yellow
698,268,653,16,10,yellow
542,172,518,65,11,yellow
493,296,491,2,12,blue
479,260,489,4,13,blue
351,184,436,11,14,blue
581,205,558,34,15,blue
617,87,374,3,0,red
648,179,540,6,1,red
646,116,455,16,2,red
731,331,664,25,3,red
461,344,356,127,4,green
595,427,459,20,5,green
564,228,271,2,6,green
635,364,394,1,7,green
748,320,822,0,8,yellow
730,166,652,1,9,yellow
701,271,656,13,10,yellow
544,173,519,64,11,yellow
494,297,490,2,12,blue
481,262,489,3,13,blue
352,183,434,12,14,blue
582,205,558,33,15,blue
619,88,377,1,0,red
649,181,540,6,1,red
648,117,456,15,2,red
731,331,663,25,3,red
461,344,356,127,4,green
595,426,459,20,5,green
563,226,268,3,6,green
635,365,394,1,7,green
746,320,824,0,8,yellow
729,167,653,0,9,yellow
701,272,658,12,10,yellow
540,170,515,67,11,yellow
494,299,492,1,12,blue
480,262,490,3,13,blue
349,182,433,14,14,blue
580,204,557,34,15,blue
619,87,375,2,0,red
652,183,543,3,1,red
649,118,458,14,2,red
729,329,662,27,3,red
462,345,357,126,4,green
594,426,458,21,5,green
562,226,269,3,6,green
632,363,393,3,7,green
747,321,820,0,8,yellow
730,167,653,0,9,yellow
701,273,657,12,10,yellow
543,171,518,65,11,yellow
495,298,492,1,12,blue
477,258,487,6,13,blue
351,184,435,12,14,blue
582,206,560,32,15,blue
619,87,376,1,0,red
650,182,542,4,1,red
647,117,457,15,2,red
732,331,664,25,3,red
462,344,357,127,4,green
596,427,459,20,5,green
564,227,270,2,6,green
635,364,394,1,7,green
747,320,823,0,8,yellow
729,165,652,1,9,yellow
702,273,657,12,10,yellow
543,172,518,65,11,yellow
492,296,489,4,12,blue
479,260,489,4,13,blue
350,184,434,13,14,blue
579,203,556,36,15,blue
619,89,377,1,0,red
648,179,539,7,1,red
648,118,458,14,2,red
731,331,666,24,3,red
460,343,356,128,4,green
594,426,458,21,5,green
563,226,269,3,6,green
635,365,395,0,7,green
745,319,821,1,8,yellow
729,167,652,0,9,yellow
701,274,657,12,10,yellow
543,173,518,65,11,yellow
493,297,490,2,12,blue
481,262,491,2,13,blue
350,182,434,13,14,blue
581,206,559,33,15,blue
616,86,373,4,0,red
650,181,541,5,1,red
649,118,459,13,2,red
730,330,664,25,3,red
462,345,357,126,4,green
596,428,460,19,5,green
563,227,270,3,6,green
631,362,391,4,7,green
748,319,822,0,8,yellow
730,167,653,0,9,yellow
700,271,657,13,10,yellow
544,173,519,64,11,yellow
495,298,491,1,12,blue
476,257,486,7,13,blue
352,183,434,12,14,blue
581,203,558,34,15,blue
618,86,375,2,0,red
650,182,541,5,1,red
648,118,457,15,2,red
732,332,664,24,3,red
463,345,357,126,4,green
595,424,457,21,5,green
564,225,269,3,6,green
634,363,393,2,7,green
748,320,822,0,8,yellow
730,166,653,0,9,yellow
702,272,658,12,10,yellow
542,171,517,66,11,yellow
493,297,491,2,12,blue
480,262,490,3,13,blue
349,183,433,14,14,blue
580,204,556,35,15,blue
611,92,365,2,0,red
655,180,549,3,1,red
644,115,460,17,2,red
734,333,663,24,3,red
460,347,356,126,4,green
598,424,458,21,5,green
558,225,268,4,6,green
635,363,396,0,7,green
749,315,822,0,8,yellow
724,166,648,3,9,yellow
700,272,657,13,10,yellow
542,171,516,66,11,yellow
494,298,500,4,12,blue
480,262,489,3,13,blue
351,184,427,12,14,blue
578,205,556,36,15,blue
613,91,366,1,0,red
652,176,544,7,1,red
647,116,462,15,2,red
734,331,663,25,3,red
459,346,354,127,4,green
595,420,455,24,5,green
559,226,270,2,6,green
632,362,396,1,7,green
749,315,823,0,8,yellow
726,168,651,0,9,yellow
702,272,656,13,10,yellow
541,172,515,67,11,yellow
497,302,503,1,12,blue
479,261,488,4,13,blue
351,182,426,12,14,blue
582,206,560,32,15,blue
612,90,364,2,0,red
656,177,548,4,1,red
649,118,464,13,2,red
730,329,662,27,3,red
461,348,357,125,4,green
596,423,457,22,5,green
559,227,269,3,6,green
632,361,394,3,7,green
750,315,823,0,8,yellow
727,167,652,0,9,yellow
701,272,657,13,10,yellow
543,172,517,65,11,yellow
497,301,503,1,12,blue
479,260,488,4,13,blue
351,184,426,12,14,blue
581,204,558,34,15,blue
613,92,366,1,0,red
654,180,547,4,1,red
647,116,461,15,2,red
733,332,662,25,3,red
461,347,355,126,4,green
597,423,458,21,5,green
557,222,266,5,6,green
634,363,396,0,7,green
749,314,822,0,8,yellow
725,168,651,0,9,yellow
700,271,657,13,10,yellow
542,171,516,66,11,yellow
496,299,500,3,12,blue
479,261,488,4,13,blue
349,182,424,14,14,blue
581,206,559,33,15,blue
612,93,365,2,0,red
654,177,547,5,1,red
647,116,462,15,2,red
735,333,665,24,3,red
460,346,354,127,4,green
595,421,456,23,5,green
558,225,269,3,6,green
631,361,395,2,7,green
749,316,821,0,8,yellow
726,169,651,0,9,yellow
700,271,653,15,10,yellow
544,173,518,64,11,yellow
496,300,502,2,12,blue
479,260,488,4,13,blue
351,183,426,12,14,blue
582,206,560,32,15,blue
612,91,365,2,0,red
653,176,546,5,1,red
644,112,459,17,2,red
733,331,662,25,3,red
461,348,355,126,4,green
599,424,459,20,5,green
561,228,270,1,6,green
632,360,393,3,7,green
750,315,823,0,8,yellow
725,166,649,2,9,yellow
701,272,657,13,10,yellow
542,172,516,66,11,yellow
497,301,503,1,12,blue
479,260,488,4,13,blue
352,185,427,11,14,blue
582,207,559,33,15,blue
612,90,366,1,0,red
653,178,545,6,1,red
647,118,462,15,2,red
735,331,664,24,3,red
461,348,357,125,4,green
596,422,458,22,5,green
556,222,266,6,6,green
633,362,396,1,7,green
749,314,823,0,8,yellow
725,166,653,0,9,yellow
