red,green,blue,off,position,color
578,294,259,2,6,green
635,411,413,6,7,green
698,766,375,4,8,yellow
695,620,254,8,9,yellow
702,661,333,6,10,yellow
609,580,245,6,11,yellow
533,530,338,9,12,blue
515,548,304,13,13,blue
384,488,219,10,14,blue
606,571,288,11,15,blue
628,401,112,1,0,red
660,512,178,1,1,red
694,488,120,0,2,red
799,634,333,0,3,red
581,469,452,4,4,green
613,474,443,1,5,green
579,293,259,2,6,green
637,412,414,5,7,green
695,764,373,6,8,yellow
695,620,254,8,9,yellow
702,661,332,6,10,yellow
608,581,245,6,11,yellow
533,530,338,9,12,blue
517,550,306,11,13,blue
382,486,218,12,14,blue
606,571,288,11,15,blue
621,392,112,4,0,red
668,522,175,1,1,red
696,495,119,0,2,red
803,632,336,0,3,red
584,472,454,3,4,green
616,476,447,2,5,green
576,292,267,1,6,green
644,417,417,4,7,green
694,766,378,6,8,yellow
699,623,257,7,9,yellow
705,664,336,5,10,yellow
612,582,247,8,11,yellow
536,533,338,8,12,blue
521,552,307,11,13,blue
387,492,220,12,14,blue
609,574,292,10,15,blue
623,393,115,0,0,red
664,517,171,3,1,red
694,493,118,0,2,red
801,630,333,0,3,red
580,468,449,5,4,green
614,473,444,2,5,green
572,290,264,2,6,green
642,415,414,4,7,green
697,768,380,2,8,yellow
693,618,251,10,9,yellow
703,661,333,5,10,yellow
611,582,245,6,11,yellow
533,529,334,9,12,blue
518,549,305,11,13,blue
384,491,219,11,14,blue
604,570,286,12,15,blue
619,391,112,3,0,red
666,520,174,0,1,red
693,493,117,0,2,red
801,631,333,0,3,red
582,470,451,3,4,green
614,473,444,2,5,green
573,289,263,2,6,green
641,414,413,5,7,green
693,765,377,5,8,yellow
698,622,256,6,9,yellow
702,662,333,5,10,yellow
610,581,244,7,11,yellow
532,529,334,9,12,blue
519,552,305,10,13,blue
383,490,219,12,14,blue
607,572,290,9,15,blue
623,394,115,0,0,red
666,520,174,0,1,red
691,491,117,2,2,red
802,630,333,0,3,red
581,468,450,4,4,green
614,473,444,2,5,green
573,290,263,2,6,green
639,412,412,6,7,green
694,764,377,5,8,yellow
695,620,253,8,9,yellow
699,660,331,7,10,yellow
613,583,247,5,11,yellow
532,529,335,9,12,blue
515,547,302,14,13,blue
384,491,218,11,14,blue
604,569,286,12,15,blue
621,393,114,1,0,red
667,520,175,0,1,red
694,493,117,0,2,red
800,629,332,1,3,red
581,469,450,4,4,green
615,474,445,1,5,green
573,289,262,2,6,green
641,414,413,5,7,green
693,765,376,5,8,yellow
697,621,255,7,9,yellow
703,662,333,5,10,yellow
610,581,244,7,11,yellow
532,529,335,9,12,blue
518,550,305,11,13,blue
383,490,218,12,14,blue
605,571,287,11,15,blue
627,392,114,1,0,red
661,512,181,2,1,red
700,500,116,0,2,red
801,639,330,0,3,red
586,474,451,4,4,green
618,477,446,1,5,green
576,288,265,3,6,green
637,413,416,6,7,green
701,769,381,4,8,yellow
697,623,258,7,9,yellow
703,662,335,6,10,yellow
614,585,246,6,11,yellow
535,532,336,8,12,blue
520,550,306,11,13,blue
386,491,223,13,14,blue
610,576,293,10,15,blue
625,390,113,1,0,red
660,510,180,1,1,red
697,498,115,0,2,red
800,637,327,0,3,red
586,473,451,2,4,green
616,474,443,1,5,green
570,284,260,5,6,green
635,412,414,5,7,green
699,767,377,4,8,yellow
692,618,253,10,9,yellow
701,660,332,6,10,yellow
611,583,244,6,11,yellow
531,528,332,10,12,blue
517,548,303,12,13,blue
383,489,221,13,14,blue
605,571,288,12,15,blue
626,391,113,0,0,red
659,511,180,1,1,red
696,497,114,0,2,red
801,636,326,0,3,red
583,470,447,5,4,green
615,473,442,2,5,green
573,288,263,2,6,green
633,409,412,7,7,green
700,767,378,3,8,yellow
695,621,255,7,9,yellow
699,659,331,7,10,yellow
611,583,244,6,11,yellow
532,529,333,9,12,blue
519,549,304,10,13,blue
384,491,222,11,14,blue
605,572,287,12,15,blue
624,389,113,2,0,red
659,511,180,1,1,red
696,498,115,0,2,red
800,637,326,0,3,red
583,470,447,5,4,green
613,472,441,3,5,green
573,287,262,3,6,green
634,410,413,6,7,green
696,765,375,6,8,yellow
695,621,256,7,9,yellow
702,661,333,5,10,yellow
612,584,244,5,11,yellow
532,529,333,9,12,blue
518,548,304,11,13,blue
386,492,223,10,14,blue
607,573,290,10,15,blue
624,389,114,1,0,red
659,510,180,1,1,red
697,498,113,0,2,red
800,637,327,0,3,red
584,471,448,4,4,green
614,473,441,2,5,green
572,286,262,3,6,green
635,411,414,5,7,green
697,766,376,5,8,yellow
696,621,256,6,9,yellow
702,661,332,5,10,yellow
608,581,243,8,11,yellow
531,527,331,10,12,blue
518,548,303,11,13,blue
386,492,224,10,14,blue
605,571,287,12,15,blue
