red,green,blue,off,position,color
482,535,198,0,11,green
689,654,247,3,12,yellow
697,648,204,0,13,yellow
589,616,133,2,14,yellow
749,672,184,4,15,yellow
436,384,154,0,0,blue
438,506,241,0,1,blue
446,507,155,0,2,blue
603,644,459,0,3,blue
688,380,427,0,4,red
705,355,401,0,5,red
725,172,194,0,6,red
764,324,354,0,7,red
585,748,325,0,8,green
582,592,167,0,9,green
594,621,270,0,10,green
483,534,198,0,11,green
693,655,249,0,12,yellow
696,646,202,1,13,yellow
591,615,134,1,14,yellow
751,673,182,2,15,yellow
436,383,156,0,0,blue
437,506,241,0,1,blue
445,507,154,0,2,blue
602,645,459,0,3,blue
687,381,427,0,4,red
705,356,401,0,5,red
725,170,194,0,6,red
765,324,354,0,7,red
584,748,324,0,8,green
582,593,166,0,9,green
595,621,270,0,10,green
481,533,198,1,11,green
693,656,249,0,12,yellow
697,648,203,0,13,yellow
588,614,131,3,14,yellow
753,674,184,0,15,yellow
436,384,154,0,0,blue
438,506,242,0,1,blue
446,507,155,0,2,blue
603,644,459,0,3,blue
687,380,427,0,4,red
705,356,401,0,5,red
724,170,194,0,6,red
764,325,354,0,7,red
585,748,324,0,8,green
583,593,168,0,9,green
595,621,270,0,10,green
482,534,198,0,11,green
692,655,248,1,12,yellow
697,646,204,0,13,yellow
587,612,130,5,14,yellow
751,673,186,2,15,yellow
436,384,154,0,0,blue
437,505,240,1,1,blue
446,507,154,0,2,blue
603,644,459,0,3,blue
686,378,426,2,4,red
705,355,400,0,5,red
724,170,195,0,6,red
764,324,354,0,7,red
585,746,324,0,8,green
582,592,168,0,9,green
595,621,272,0,10,green
483,534,198,0,11,green
690,654,249,2,12,yellow
697,647,204,0,13,yellow
591,616,133,1,14,yellow
749,671,182,4,15,yellow
437,383,149,0,0,blue
437,511,244,0,1,blue
444,497,149,0,2,blue
603,652,469,0,3,blue
687,378,431,1,4,red
703,362,392,0,5,red
729,164,199,0,6,red
761,326,354,0,7,red
577,746,319,0,8,green
588,594,171,0,9,green
595,620,268,0,10,green
484,536,199,0,11,green
695,657,248,0,12,yellow
694,645,206,1,13,yellow
589,612,134,2,14,yellow
752,675,183,0,15,yellow
438,383,148,0,0,blue
437,512,244,0,1,blue
445,498,151,0,2,blue
603,653,469,0,3,blue
688,379,432,0,4,red
703,362,392,0,5,red
729,165,200,0,6,red
762,326,354,0,7,red
578,748,319,0,8,green
589,594,171,0,9,green
595,620,268,0,10,green
485,536,199,0,11,green
696,658,248,0,12,yellow
695,645,206,1,13,yellow
590,613,135,1,14,yellow
752,674,184,1,15,yellow
438,383,150,0,0,blue
437,512,244,0,1,blue
445,498,151,0,2,blue
603,653,469,0,3,blue
687,380,432,0,4,red
702,361,391,1,5,red
730,165,199,0,6,red
763,326,353,0,7,red
578,748,319,0,8,green
589,593,171,0,9,green
595,620,267,0,10,green
485,536,200,0,11,green
696,657,248,0,12,yellow
692,645,206,1,13,yellow
590,613,134,1,14,yellow
751,672,184,2,15,yellow
438,383,149,0,0,blue
437,512,245,0,1,blue
445,498,150,0,2,blue
602,653,469,0,3,blue
688,379,432,0,4,red
703,362,392,0,5,red
729,163,201,0,6,red
764,327,354,0,7,red
578,748,319,0,8,green
589,594,171,0,9,green
596,619,268,0,10,green
485,536,199,0,11,green
696,657,249,0,12,yellow
695,646,207,0,13,yellow
587,610,132,4,14,yellow
753,676,182,0,15,yellow
437,384,149,0,0,blue
437,512,244,0,1,blue
445,498,149,0,2,blue
603,653,469,0,3,blue
685,377,430,2,4,red
703,363,392,0,5,red
729,163,199,0,6,red
762,325,354,0,7,red
578,746,319,0,8,green
589,594,171,0,9,green
596,620,267,0,10,green
485,536,199,0,11,green
694,656,248,1,12,yellow
695,646,206,0,13,yellow
590,613,134,1,14,yellow
752,673,185,2,15,yellow
441,388,156,0,0,blue
441,510,240,0,1,blue
452,506,155,0,2,blue
604,640,456,0,3,blue
687,380,430,0,4,red
704,361,398,0,5,red
728,172,190,0,6,red
767,320,355,0,7,red
582,749,321,0,8,green
583,594,167,0,9,green
604,620,270,0,10,green
486,533,196,0,11,green
697,658,245,0,12,yellow
696,644,202,3,13,yellow
587,610,138,2,14,yellow
755,674,181,0,15,yellow
439,389,155,0,0,blue
440,510,242,0,1,blue
451,507,154,0,2,blue
602,641,456,0,3,blue
686,380,431,0,4,red
703,362,398,0,5,red
726,172,191,0,6,red
766,321,356,0,7,red
580,750,321,0,8,green
582,594,167,0,9,green
602,621,270,0,10,green
484,532,195,1,11,green
696,658,247,0,12,yellow
698,647,205,0,13,yellow
583,609,136,4,14,yellow
752,673,185,1,15,yellow
439,388,155,0,0,blue
440,510,241,0,1,blue
450,507,155,0,2,blue
602,641,456,0,3,blue
683,377,428,3,4,red
703,361,398,0,5,red
727,171,190,0,6,red
765,320,356,0,7,red
580,749,321,0,8,green
581,594,167,0,9,green
602,621,271,0,10,green
485,533,196,0,11,green
695,657,245,1,12,yellow
698,648,205,0,13,yellow
586,612,139,1,14,yellow
747,669,179,6,15,yellow
439,388,158,0,0,blue
440,510,241,0,1,blue
451,507,154,0,2,blue
602,641,456,0,3,blue
686,381,431,0,4,red
702,360,397,1,5,red
727,173,190,0,6,red
766,320,356,0,7,red
580,750,321,0,8,green
582,593,167,0,9,green
602,621,271,0,10,green
485,533,197,0,11,green
696,658,246,0,12,yellow
696,647,203,1,13,yellow
586,612,139,1,14,yellow
752,673,180,1,15,yellow
439,388,157,0,0,blue
439,510,240,0,1,blue
451,506,153,0,2,blue
602,642,456,0,3,blue
686,381,431,0,4,red
703,361,398,0,5,red
726,171,192,0,6,red
766,321,356,0,7,red
580,749,321,0,8,green
582,594,168,0,9,green
602,620,270,0,10,green
484,532,196,1,11,green
696,658,245,0,12,yellow
698,648,204,0,13,yellow
583,609,137,4,14,yellow
752,673,185,1,15,yellow
660,546,110,0,0,yellow
692,670,175,1,1,yellow
727,665,109,0,2,yellow
822,771,342,0,3,yellow
554,387,476,1,4,blue
575,367,447,0,5,blue
492,178,257,0,6,blue
593,327,392,0,7,blue
719,679,311,0,8,red
718,524,161,0,9,red
711,561,258,0,10,red
619,457,191,0,11,red
545,593,238,4,12,green
530,576,199,0,13,green
411,519,134,1,14,green
636,627,177,2,15,green
661,546,109,0,0,yellow
692,671,176,0,1,yellow
726,665,109,0,2,yellow
823,770,342,0,3,yellow
555,388,477,0,4,blue
575,367,447,0,5,blue
491,180,256,0,6,blue
592,327,392,0,7,blue
719,678,312,0,8,red
719,524,161,0,9,red
709,561,257,0,10,red
619,457,192,0,11,red
549,597,242,0,12,green
528,574,197,2,13,green
411,519,134,1,14,green
638,629,177,0,15,green
660,547,111,0,0,yellow
693,671,177,0,1,yellow
726,666,106,0,2,yellow
822,772,343,0,3,yellow
555,388,477,0,4,blue
575,368,447,0,5,blue
492,178,257,0,6,blue
593,328,392,0,7,blue
718,679,312,0,8,red
719,524,162,0,9,red
711,561,257,0,10,red
618,456,192,1,11,red
549,596,243,0,12,green
530,576,198,0,13,green
410,518,135,2,14,green
638,629,180,0,15,green
661,547,110,0,0,yellow
691,669,176,1,1,yellow
727,665,107,0,2,yellow
822,771,342,0,3,yellow
554,387,476,1,4,blue
576,368,447,0,5,blue
492,178,257,0,6,blue
594,327,392,0,7,blue
719,677,311,0,8,red
718,524,162,0,9,red
711,561,258,0,10,red
619,457,192,0,11,red
546,594,239,3,12,green
530,576,198,0,13,green
412,520,135,0,14,green
638,628,178,1,15,green
661,547,111,0,0,yellow
693,670,178,0,1,yellow
726,666,107,0,2,yellow
823,771,344,0,3,yellow
555,388,479,0,4,blue
576,368,449,0,5,blue
492,180,258,0,6,blue
593,327,394,0,7,blue
721,679,313,0,8,red
719,524,163,0,9,red
710,561,259,0,10,red
619,457,193,0,11,red
549,597,244,0,12,green
528,574,197,2,13,green
412,520,136,0,14,green
639,630,179,0,15,green
659,545,110,0,0,yellow
692,672,177,0,1,yellow
730,667,105,0,2,yellow
820,769,343,0,3,yellow
556,396,484,0,4,blue
576,365,445,0,5,blue
496,180,258,0,6,blue
592,324,386,0,7,blue
715,680,309,0,8,red
719,518,164,0,9,red
707,554,261,1,10,red
625,466,182,0,11,red
550,593,238,0,12,green
530,577,202,0,13,green
400,520,127,1,14,green
643,629,180,0,15,green
659,546,112,0,0,yellow
692,671,176,0,1,yellow
730,666,105,0,2,yellow
820,770,343,0,3,yellow
557,397,483,0,4,blue
574,364,444,1,5,blue
496,179,258,0,6,blue
593,324,385,0,7,blue
715,681,310,0,8,red
719,518,163,0,9,red
706,555,260,1,10,red
624,466,183,0,11,red
549,593,238,0,12,green
530,577,202,0,13,green
399,520,128,1,14,green
643,629,179,0,15,green
660,545,110,0,0,yellow
692,672,177,0,1,yellow
731,667,105,0,2,yellow
819,771,343,0,3,yellow
556,397,484,0,4,blue
575,366,446,0,5,blue
496,180,260,0,6,blue
593,324,386,0,7,blue
714,680,309,0,8,red
719,518,164,0,9,red
708,556,261,0,10,red
623,464,181,2,11,red
550,593,239,0,12,green
530,577,201,0,13,green
399,519,127,2,14,green
644,629,182,0,15,green
660,546,110,0,0,yellow
691,671,178,1,1,yellow
730,666,105,0,2,yellow
820,771,343,0,3,yellow
556,395,483,1,4,blue
576,366,446,0,5,blue
495,179,259,1,6,blue
593,324,386,0,7,blue
715,681,310,0,8,red
719,518,165,0,9,red
708,556,262,0,10,red
625,466,183,0,11,red
550,594,238,0,12,green
530,577,202,0,13,green
400,520,128,1,14,green
643,628,180,1,15,green
658,546,111,0,0,yellow
690,671,177,1,1,yellow
731,666,105,0,2,yellow
818,770,343,0,3,yellow
555,395,483,1,4,blue
574,365,446,0,5,blue
494,180,260,0,6,blue
592,324,386,0,7,blue
713,681,310,0,8,red
718,518,164,0,9,red
707,556,262,0,10,red
623,466,183,0,11,red
548,592,238,1,12,green
529,577,202,0,13,green
399,520,128,1,14,green
643,628,180,0,15,green
656,544,111,0,0,yellow
690,669,177,0,1,yellow
730,667,104,0,2,yellow
823,771,340,0,3,yellow
556,388,473,0,4,blue
575,373,450,1,5,blue
489,178,256,0,6,blue
595,326,388,0,7,blue
723,690,297,0,8,red
717,522,165,0,9,red
708,551,264,0,10,red
622,459,191,0,11,red
556,594,242,0,12,green
531,575,198,0,13,green
401,523,133,0,14,green
638,630,179,0,15,green
659,544,111,0,0,yellow
692,670,180,0,1,yellow
731,667,105,0,2,yellow
823,771,339,0,3,yellow
558,388,473,0,4,blue
578,374,451,0,5,blue
490,178,256,1,6,blue
597,325,388,0,7,blue
725,690,296,0,8,red
719,522,164,0,9,red
710,551,264,0,10,red
624,459,189,0,11,red
558,594,243,0,12,green
533,575,198,0,13,green
400,520,128,3,14,green
639,631,178,0,15,green
657,544,110,0,0,yellow
689,670,179,0,1,yellow
730,667,103,0,2,yellow
822,771,338,0,3,yellow
555,386,471,2,4,blue
577,375,451,0,5,blue
489,179,256,0,6,blue
594,324,387,1,7,blue
724,689,296,0,8,red
717,522,164,0,9,red
709,551,264,0,10,red
622,460,189,0,11,red
555,593,242,1,12,green
531,575,197,0,13,green
401,523,130,0,14,green
636,629,179,2,15,green
657,544,110,0,0,yellow
690,670,178,0,1,yellow
730,667,104,0,2,yellow
823,772,339,0,3,yellow
556,387,473,0,4,blue
577,374,452,0,5,blue
489,178,256,0,6,blue
593,323,386,2,7,blue
724,689,296,0,8,red
717,522,164,0,9,red
709,551,264,0,10,red
623,459,189,0,11,red
555,593,242,1,12,green
532,575,198,0,13,green
399,521,128,2,14,green
637,631,181,0,15,green
658,544,112,0,0,yellow
692,670,178,0,1,yellow
729,667,104,0,2,yellow
822,771,338,0,3,yellow
556,388,474,0,4,blue
576,373,450,1,5,blue
488,179,256,0,6,blue
595,325,388,0,7,blue
724,691,297,0,8,red
717,522,164,0,9,red
708,551,264,0,10,red
623,459,189,0,11,red
557,594,243,0,12,green
530,574,197,1,13,green
401,523,130,0,14,green
638,631,177,0,15,green
661,545,110,0,0,yellow
688,669,179,0,1,yellow
729,666,105,0,2,yellow
822,773,339,0,3,yellow
556,392,478,1,4,blue
577,367,444,0,5,blue
490,182,265,0,6,blue
592,324,385,1,7,blue
720,685,308,0,8,red
720,530,157,0,9,red
706,554,263,0,10,red
622,454,191,0,11,red
547,593,239,2,12,green
540,576,203,0,13,green
401,516,127,1,14,green
638,631,179,0,15,green
661,546,110,0,0,yellow
689,670,179,0,1,yellow
729,666,107,0,2,yellow
823,771,339,0,3,yellow
556,393,479,0,4,blue
577,366,445,0,5,blue
491,183,266,0,6,blue
593,325,386,0,7,blue
720,685,308,0,8,red
723,530,157,0,9,red
704,555,265,0,10,red
622,454,191,0,11,red
549,596,240,0,12,green
538,574,203,2,13,green
402,516,127,1,14,green
638,632,182,0,15,green
660,546,112,0,0,yellow
690,668,178,0,1,yellow
729,666,104,0,2,yellow
822,773,339,0,3,yellow
556,393,479,0,4,blue
577,366,445,0,5,blue
491,182,266,0,6,blue
593,325,386,0,7,blue
718,685,307,1,8,red
723,530,156,0,9,red
705,555,263,0,10,red
622,453,190,1,11,red
549,595,240,0,12,green
540,576,203,0,13,green
402,517,128,1,14,green
638,631,179,0,15,green
661,546,109,0,0,yellow
687,668,179,1,1,yellow
729,665,105,0,2,yellow
822,773,339,0,3,yellow
556,393,479,0,4,blue
577,367,444,0,5,blue
491,182,266,0,6,blue
593,326,386,0,7,blue
720,686,308,0,8,red
721,530,158,0,9,red
706,555,263,0,10,red
622,454,190,0,11,red
549,596,242,0,12,green
540,576,203,0,13,green
400,516,126,2,14,green
638,632,180,0,15,green
661,546,109,0,0,yellow
689,669,178,0,1,yellow
730,666,107,0,2,yellow
822,771,339,0,3,yellow
555,392,478,1,4,blue
577,366,444,0,5,blue
491,183,266,0,6,blue
593,325,386,0,7,blue
721,685,308,0,8,red
723,530,157,0,9,red
705,555,265,0,10,red
623,454,190,0,11,red
549,596,240,0,12,green
540,576,204,0,13,green
402,517,127,1,14,green
637,631,180,1,15,green
477,464,104,0,0,green
491,592,172,0,1,green
526,586,106,0,2,green
646,707,335,0,3,green
710,571,440,0,4,yellow
726,561,405,0,5,yellow
748,369,207,0,6,yellow
787,475,363,0,7,yellow
537,688,417,0,8,blue
545,530,228,0,9,blue
565,557,314,0,10,blue
447,468,267,0,11,blue
674,536,234,0,12,red
675,508,183,0,13,red
551,410,118,4,14,red
726,582,176,2,15,red
476,464,104,0,0,green
491,592,173,0,1,green
526,586,106,0,2,green
645,707,334,0,3,green
708,568,437,3,4,yellow
726,561,405,0,5,yellow
748,369,206,0,6,yellow
787,474,363,0,7,yellow
537,687,417,0,8,blue
544,530,227,0,9,blue
564,557,313,0,10,blue
446,467,266,0,11,blue
669,533,232,3,12,red
676,508,181,0,13,red
553,413,121,1,14,red
726,582,176,2,15,red
476,464,104,0,0,green
491,592,173,0,1,green
527,587,107,0,2,green
645,708,334,0,3,green
707,568,437,3,4,yellow
726,561,405,0,5,yellow
749,369,207,0,6,yellow
785,474,363,0,7,yellow
537,687,417,0,8,blue
545,530,227,0,9,blue
564,557,314,0,10,blue
446,467,267,0,11,blue
672,535,235,0,12,red
675,508,182,0,13,red
554,413,121,1,14,red
726,581,177,3,15,red
476,464,104,0,0,green
491,592,172,0,1,green
526,587,106,0,2,green
646,706,334,0,3,green
708,569,438,2,4,yellow
726,560,405,0,5,yellow
748,369,207,0,6,yellow
786,474,363,0,7,yellow
537,687,417,0,8,blue
545,530,227,0,9,blue
564,556,315,0,10,blue
446,467,267,0,11,blue
669,532,231,3,12,red
675,508,182,0,13,red
553,414,121,1,14,red
723,580,178,4,15,red
477,464,104,0,0,green
491,592,171,0,1,green
527,587,109,0,2,green
646,706,334,0,3,green
711,572,440,0,4,yellow
726,561,405,0,5,yellow
748,369,206,0,6,yellow
786,474,363,0,7,yellow
537,688,417,0,8,blue
545,530,226,0,9,blue
564,556,314,0,10,blue
447,467,267,0,11,blue
673,535,233,0,12,red
674,506,182,2,13,red
552,412,119,2,14,red
727,583,175,1,15,red
477,462,105,0,0,green
490,593,171,0,1,green
514,585,103,0,2,green
657,707,337,0,3,green
706,567,436,3,4,yellow
727,562,406,0,5,yellow
750,370,206,0,6,yellow
783,475,363,0,7,yellow
536,692,430,0,8,blue
542,521,221,0,9,blue
564,562,320,0,10,blue
444,460,263,0,11,blue
671,528,233,1,12,red
673,501,189,0,13,red
560,427,109,1,14,red
724,582,178,3,15,red
477,462,106,0,0,green
490,593,172,0,1,green
513,585,104,0,2,green
657,707,337,0,3,green
710,570,439,0,4,yellow
727,563,406,0,5,yellow
751,371,206,0,6,yellow
784,475,363,0,7,yellow
536,693,431,0,8,blue
543,521,221,0,9,blue
564,562,319,0,10,blue
445,460,264,0,11,blue
673,529,234,0,12,red
670,500,188,2,13,red
561,427,109,1,14,red
726,585,177,1,15,red
477,462,105,0,0,green
489,593,170,0,1,green
513,585,103,0,2,green
656,707,338,0,3,green
709,570,439,0,4,yellow
728,563,406,0,5,yellow
751,370,205,0,6,yellow
784,475,363,0,7,yellow
537,694,431,0,8,blue
543,521,221,0,9,blue
565,562,319,0,10,blue
445,460,264,0,11,blue
674,530,233,0,12,red
675,502,189,0,13,red
559,425,109,3,14,red
728,586,176,0,15,red
477,462,105,0,0,green
489,592,171,1,1,green
514,585,104,0,2,green
657,708,337,0,3,green
710,570,439,0,4,yellow
727,562,406,0,5,yellow
748,368,204,2,6,yellow
785,475,363,0,7,yellow
536,693,431,0,8,blue
543,521,221,0,9,blue
564,562,320,0,10,blue
445,460,263,0,11,blue
673,529,235,0,12,red
673,502,189,0,13,red
557,424,106,4,14,red
727,586,178,0,15,red
477,462,104,0,0,green
490,593,171,0,1,green
513,585,103,0,2,green
657,707,336,0,3,green
707,568,437,2,4,yellow
727,562,406,0,5,yellow
751,369,205,0,6,yellow
784,475,362,0,7,yellow
536,692,430,0,8,blue
542,521,222,0,9,blue
564,562,320,0,10,blue
444,460,263,0,11,blue
671,529,235,1,12,red
673,501,189,0,13,red
561,428,110,0,14,red
723,581,177,4,15,red
485,462,105,0,0,green
492,593,172,0,1,green
514,588,105,0,2,green
648,704,330,0,3,green
709,569,441,0,4,yellow
725,561,404,0,5,yellow
752,370,206,0,6,yellow
785,476,363,0,7,yellow
539,692,421,0,8,blue
543,526,226,0,9,blue
564,555,312,0,10,blue
444,467,269,1,11,blue
671,533,236,0,12,red
673,496,192,0,13,red
556,416,117,2,14,red
731,588,176,1,15,red
485,462,104,0,0,green
492,594,172,0,1,green
515,587,105,0,2,green
648,705,330,0,3,green
709,569,440,1,4,yellow
726,560,404,0,5,yellow
751,370,207,0,6,yellow
786,476,363,0,7,yellow
540,691,421,0,8,blue
543,526,227,0,9,blue
564,554,313,0,10,blue
445,467,269,0,11,blue
669,531,234,2,12,red
673,496,192,0,13,red
557,417,118,1,14,red
729,587,173,3,15,red
485,462,103,0,0,green
491,593,172,1,1,green
514,588,104,0,2,green
648,703,329,0,3,green
707,568,440,1,4,yellow
727,560,404,0,5,yellow
752,370,206,0,6,yellow
783,475,362,1,7,yellow
540,691,422,0,8,blue
543,526,225,0,9,blue
564,555,313,0,10,blue
445,468,269,0,11,blue
668,530,234,3,12,red
673,495,191,0,13,red
557,418,118,1,14,red
729,590,172,1,15,red
485,462,104,0,0,green
492,595,172,0,1,green
514,588,104,0,2,green
648,704,330,0,3,green
709,570,441,0,4,yellow
727,560,404,0,5,yellow
752,370,207,0,6,yellow
784,476,363,0,7,yellow
540,691,421,0,8,blue
543,526,225,0,9,blue
563,555,313,0,10,blue
444,468,269,0,11,blue
671,533,236,0,12,red
672,495,191,1,13,red
557,418,118,1,14,red
729,589,176,1,15,red
485,462,104,0,0,green
492,594,172,0,1,green
514,588,106,0,2,green
648,704,329,0,3,green
709,570,441,0,4,yellow
727,561,404,0,5,yellow
752,370,206,0,6,yellow
784,476,363,0,7,yellow
539,692,422,0,8,blue
543,526,225,0,9,blue
563,555,313,0,10,blue
445,468,269,0,11,blue
671,533,236,0,12,red
672,495,192,1,13,red
557,418,118,1,14,red
729,589,173,2,15,red
477,461,104,0,0,green
499,592,174,0,1,green
510,585,105,0,2,green
647,708,335,0,3,green
708,568,439,0,4,yellow
724,560,406,0,5,yellow
751,369,205,0,6,yellow
786,475,363,0,7,yellow
538,697,428,0,8,blue
543,523,221,0,9,blue
566,562,318,0,10,blue
443,456,260,0,11,blue
676,542,230,0,12,red
668,498,191,2,13,red
556,410,122,1,14,red
728,585,174,1,15,red
477,461,104,0,0,green
499,593,174,0,1,green
510,585,104,0,2,green
647,709,335,0,3,green
709,568,439,0,4,yellow
726,560,406,0,5,yellow
752,368,205,0,6,yellow
787,475,364,0,7,yellow
538,697,429,0,8,blue
543,524,221,0,9,blue
566,563,318,0,10,blue
443,456,261,1,11,blue
676,542,230,0,12,red
671,500,192,0,13,red
553,408,122,3,14,red
728,585,178,1,15,red
477,461,102,0,0,green
500,593,175,0,1,green
510,585,103,0,2,green
647,710,335,0,3,green
708,569,439,0,4,yellow
726,560,406,0,5,yellow
751,368,205,0,6,yellow
787,475,364,0,7,yellow
538,696,429,0,8,blue
543,524,222,0,9,blue
566,562,318,0,10,blue
443,457,260,0,11,blue
677,542,232,0,12,red
671,500,192,0,13,red
554,407,120,3,14,red
727,585,176,2,15,red
477,461,102,0,0,green
499,593,174,0,1,green
510,585,106,0,2,green
647,708,334,0,3,green
704,566,436,3,4,yellow
726,560,406,0,5,yellow
751,368,205,0,6,yellow
784,475,363,0,7,yellow
538,697,429,0,8,blue
543,524,222,0,9,blue
566,562,319,0,10,blue
443,457,260,0,11,blue
675,542,229,1,12,red
671,500,194,0,13,red
555,410,122,1,14,red
725,584,172,3,15,red
477,461,105,0,0,green
499,593,175,0,1,green
510,585,104,0,2,green
647,709,334,0,3,green
708,569,439,0,4,yellow
723,558,404,2,5,yellow
751,368,205,0,6,yellow
786,475,364,0,7,yellow
538,697,429,0,8,blue
543,524,222,0,9,blue
566,562,319,0,10,blue
444,457,262,0,11,blue
676,542,230,0,12,red
670,500,192,0,13,red
555,410,123,1,14,red
729,586,179,0,15,red
627,381,101,0,0,red
663,505,168,0,1,red
696,500,99,0,2,red
805,642,306,0,3,red
580,482,433,0,4,green
601,468,400,0,5,green
556,273,196,0,6,green
631,393,355,0,7,green
744,799,319,0,8,yellow
742,663,170,0,9,yellow
732,683,270,0,10,yellow
653,609,202,0,11,yellow
521,541,311,0,12,blue
494,504,270,0,13,blue
362,430,209,2,14,blue
617,584,201,0,15,blue
628,381,99,0,0,red
662,505,167,0,1,red
697,500,100,0,2,red
804,643,306,0,3,red
578,480,431,2,4,green
601,468,400,0,5,green
556,273,197,0,6,green
630,392,355,1,7,green
744,799,319,0,8,yellow
742,664,169,0,9,yellow
732,684,271,0,10,yellow
653,609,201,0,11,yellow
520,541,310,1,12,blue
494,504,270,0,13,blue
363,431,210,1,14,blue
615,583,201,1,15,blue
627,381,99,0,0,red
663,505,168,0,1,red
696,500,100,0,2,red
803,642,306,0,3,red
580,482,433,0,4,green
600,468,400,0,5,green
556,273,198,0,6,green
631,393,355,0,7,green
744,799,319,0,8,yellow
742,663,169,0,9,yellow
732,683,271,0,10,yellow
652,609,201,0,11,yellow
520,541,311,0,12,blue
494,504,269,0,13,blue
363,430,211,2,14,blue
617,584,203,0,15,blue
628,380,99,0,0,red
663,505,167,0,1,red
695,500,101,0,2,red
803,642,306,0,3,red
579,481,432,1,4,green
601,468,400,0,5,green
556,273,197,0,6,green
629,390,353,2,7,green
744,800,318,0,8,yellow
742,662,169,0,9,yellow
732,683,271,0,10,yellow
653,609,201,0,11,yellow
520,542,311,0,12,blue
493,503,270,1,13,blue
364,431,210,1,14,blue
616,583,199,1,15,blue
628,381,99,0,0,red
662,504,168,0,1,red
696,500,98,0,2,red
803,642,306,0,3,red
578,480,431,2,4,green
601,468,400,0,5,green
556,273,197,0,6,green
631,392,355,0,7,green
744,797,319,0,8,yellow
741,663,170,0,9,yellow
732,683,271,0,10,yellow
653,610,201,0,11,yellow
519,539,309,2,12,blue
494,504,269,0,13,blue
364,432,210,0,14,blue
616,583,200,1,15,blue
631,394,97,0,0,red
665,499,168,0,1,red
693,499,101,0,2,red
800,637,319,0,3,red
583,482,430,0,4,green
599,467,398,0,5,green
547,266,203,0,6,green
638,397,354,0,7,green
743,798,321,0,8,yellow
741,664,169,0,9,yellow
735,684,268,0,10,yellow
649,608,201,1,11,yellow
519,533,304,0,12,blue
493,511,274,0,13,blue
361,417,202,4,14,blue
619,587,202,0,15,blue
632,394,99,0,0,red
665,499,167,0,1,red
693,499,101,0,2,red
800,637,319,0,3,red
583,482,430,0,4,green
599,468,398,0,5,green
547,267,202,0,6,green
638,396,354,0,7,green
743,798,322,0,8,yellow
741,664,168,0,9,yellow
734,684,268,0,10,yellow
650,609,204,0,11,yellow
519,534,303,0,12,blue
491,510,271,2,13,blue
363,421,205,1,14,blue
619,587,204,0,15,blue
632,394,97,0,0,red
664,498,167,1,1,red
694,499,101,0,2,red
800,637,319,0,3,red
582,481,430,1,4,green
600,468,399,0,5,green
547,266,203,0,6,green
638,396,354,0,7,green
743,797,321,0,8,yellow
740,665,170,0,9,yellow
734,684,269,0,10,yellow
650,609,203,0,11,yellow
516,531,301,3,12,blue
493,511,274,0,13,blue
363,420,206,1,14,blue
617,587,203,1,15,blue
632,394,97,0,0,red
665,499,167,0,1,red
694,499,101,0,2,red
802,637,319,0,3,red
583,482,430,0,4,green
599,468,399,0,5,green
547,267,203,0,6,green
638,396,354,0,7,green
