red,green,blue,off,position,color
475,404,327,104,4,blue
588,457,387,13,5,blue
510,267,170,0,6,blue
579,390,315,0,7,blue
700,276,733,0,8,red
725,150,519,1,9,red
702,265,571,7,10,red
566,174,453,50,11,red
476,187,481,4,12,green
479,180,506,3,13,green
357,113,476,10,14,green
588,187,577,31,15,green
644,94,534,1,0,yellow
679,184,668,4,1,yellow
713,123,638,9,2,yellow
794,347,760,20,3,yellow
475,404,327,104,4,blue
588,457,387,13,5,blue
509,266,170,1,6,blue
576,387,312,3,7,blue
699,277,732,0,8,red
725,151,520,0,9,red
700,264,570,8,10,red
565,172,452,51,11,red
479,190,484,1,12,green
481,180,508,1,13,green
358,112,477,9,14,green
589,187,578,30,15,green
650,93,540,1,0,yellow
680,185,665,5,1,yellow
711,124,641,8,2,yellow
791,346,756,20,3,yellow
476,404,323,104,4,blue
588,465,392,14,5,blue
512,262,172,0,6,blue
577,383,312,3,7,blue
699,277,732,0,8,red
721,153,517,0,9,red
704,265,571,8,10,red
565,170,454,51,11,red
487,203,502,1,12,green
475,169,498,2,13,green
360,117,476,9,14,green
591,185,577,31,15,green
650,92,540,1,0,yellow
681,187,666,4,1,yellow
707,122,637,11,2,yellow
793,348,758,17,3,yellow
475,404,324,104,4,blue
589,467,393,13,5,blue
509,260,170,2,6,blue
579,386,314,0,7,blue
698,276,733,0,8,red
719,150,516,2,9,red
704,265,571,8,10,red
565,171,454,51,11,red
485,203,501,2,12,green
474,170,498,2,13,green
357,115,474,11,14,green
591,186,579,29,15,green
647,88,538,3,0,yellow
680,186,666,4,1,yellow
709,123,639,9,2,yellow
794,347,758,18,3,yellow
477,406,325,102,4,blue
588,467,393,13,5,blue
510,261,171,1,6,blue
579,385,313,1,7,blue
699,276,733,0,8,red
723,151,518,0,9,red
706,266,572,7,10,red
565,172,454,51,11,red
485,203,501,2,12,green
473,169,497,3,13,green
358,116,474,11,14,green
590,184,577,31,15,green
647,88,537,4,0,yellow
681,186,666,4,1,yellow
709,124,641,8,2,yellow
794,349,760,17,3,yellow
476,405,324,103,4,blue
589,466,393,13,5,blue
510,262,172,1,6,blue
579,385,314,1,7,blue
698,278,733,0,8,red
722,152,517,0,9,red
705,265,571,8,10,red
566,172,455,50,11,red
485,200,500,3,12,green
473,169,497,3,13,green
360,118,476,9,14,green
593,188,580,28,15,green
651,90,540,1,0,yellow
681,186,666,4,1,yellow
709,122,640,9,2,yellow
793,349,759,17,3,yellow
476,405,325,103,4,blue
586,464,391,15,5,blue
508,260,171,3,6,blue
579,385,314,1,7,blue
699,277,733,0,8,red
723,151,518,0,9,red
705,265,571,8,10,red
566,171,454,51,11,red
488,204,503,0,12,green
473,167,497,4,13,green
359,116,475,10,14,green
594,186,581,28,15,green
650,90,540,1,0,yellow
681,186,665,5,1,yellow
710,126,640,8,2,yellow
793,350,759,16,3,yellow
474,402,323,105,4,blue
588,465,392,14,5,blue
509,260,170,2,6,blue
580,386,314,0,7,blue
699,276,733,0,8,red
723,150,518,0,9,red
707,266,572,6,10,red
566,171,453,51,11,red
488,204,503,0,12,green
473,169,496,4,13,green
362,119,477,8,14,green
592,187,579,29,15,green
651,91,539,2,0,yellow
683,185,667,4,1,yellow
712,123,641,8,2,yellow
794,347,757,19,3,yellow
479,406,326,102,4,blue
591,467,393,13,5,blue
512,261,171,1,6,blue
580,384,313,2,7,blue
701,277,733,0,8,red
724,152,518,0,9,red
707,265,571,8,10,red
566,168,453,52,11,red
489,203,502,1,12,green
476,169,497,3,13,green
363,118,477,8,14,green
594,185,579,29,15,green
650,90,539,2,0,yellow
682,187,666,4,1,yellow
708,122,637,11,2,yellow
795,349,759,16,3,yellow
476,404,324,103,4,blue
589,466,393,13,5,blue
510,260,170,2,6,blue
579,385,313,1,7,blue
699,277,734,0,8,red
721,151,516,1,9,red
704,265,571,8,10,red
565,171,454,51,11,red
487,204,502,1,12,green
475,171,498,2,13,green
359,117,475,10,14,green
590,185,577,31,15,green
649,93,539,2,0,yellow
681,186,666,4,1,yellow
710,124,641,8,2,yellow
794,348,757,18,3,yellow
477,405,325,103,4,blue
590,467,394,12,5,blue
511,262,173,0,6,blue
577,383,312,3,7,blue
699,277,732,0,8,red
721,154,517,0,9,red
704,265,571,8,10,red
567,171,455,50,11,red
486,201,501,2,12,green
475,170,498,2,13,green
360,118,476,9,14,green
594,189,581,27,15,green
650,90,539,2,0,yellow
682,187,666,4,1,yellow
706,120,636,12,2,yellow
794,349,759,17,3,yellow
476,405,325,103,4,blue
589,466,393,13,5,blue
510,260,170,2,6,blue
580,386,314,0,7,blue
699,277,733,0,8,red
722,151,518,0,9,red
704,265,570,8,10,red
564,170,452,52,11,red
485,201,500,3,12,green
474,170,498,2,13,green
358,115,474,11,14,green
592,185,579,29,15,green
416,86,398,1,0,green
473,177,570,1,1,green
485,119,507,6,2,green
633,345,706,12,3,green
587,373,457,109,4,yellow
713,436,549,16,5,yellow
749,225,339,2,6,yellow
784,367,447,1,7,yellow
506,341,734,0,8,blue
532,186,510,2,9,blue
570,315,575,4,10,blue
418,233,452,46,11,blue
628,191,450,3,12,red
640,168,461,4,13,red
552,102,427,13,14,red
690,183,565,37,15,red
415,86,398,1,0,green
472,177,569,2,1,green
485,118,507,6,2,green
632,345,706,12,3,green
586,373,457,109,4,yellow
711,435,548,17,5,yellow
748,224,338,3,6,yellow
782,366,447,2,7,yellow
504,340,735,0,8,blue
532,186,511,1,9,blue
571,316,577,3,10,blue
418,233,452,46,11,blue
629,191,451,2,12,red
640,167,461,4,13,red
551,102,427,13,14,red
693,186,569,34,15,red
413,86,396,3,0,green
472,177,569,2,1,green
486,119,507,6,2,green
631,342,704,14,3,green
586,373,457,109,4,yellow
712,436,549,16,5,yellow
748,225,339,3,6,yellow
784,368,448,1,7,yellow
505,341,733,0,8,blue
533,188,512,0,9,blue
570,315,575,4,10,blue
417,232,451,47,11,blue
628,190,450,3,12,red
639,167,461,4,13,red
551,103,429,12,14,red
692,183,568,35,15,red
413,86,396,3,0,green
472,175,568,3,1,green
484,117,505,8,2,green
631,342,704,14,3,green
586,373,458,109,4,yellow
713,436,549,16,5,yellow
748,224,339,3,6,yellow
784,368,448,1,7,yellow
505,341,733,0,8,blue
533,188,512,0,9,blue
571,316,576,3,10,blue
416,231,450,48,11,blue
628,190,451,3,12,red
640,167,461,4,13,red
550,100,426,14,14,red
692,187,567,35,15,red
416,88,398,1,0,green
473,176,569,2,1,green
485,117,506,7,2,green
631,342,704,14,3,green
587,373,457,109,4,yellow
712,435,548,17,5,yellow
747,224,339,3,6,yellow
784,368,449,0,7,yellow
505,340,734,0,8,blue
533,188,512,0,9,blue
570,315,575,4,10,blue
418,233,452,46,11,blue
629,191,452,2,12,red
640,168,461,4,13,red
550,100,426,14,14,red
695,186,571,32,15,red
416,87,399,0,0,green
472,177,569,2,1,green
484,117,506,7,2,green
632,345,705,12,3,green
586,374,458,108,4,yellow
710,435,548,17,5,yellow
748,224,339,3,6,yellow
782,367,448,1,7,yellow
504,341,733,0,8,blue
533,187,512,0,9,blue
570,315,575,4,10,blue
416,231,450,48,11,blue
629,190,452,2,12,red
639,168,461,4,13,red
552,103,428,12,14,red
692,185,568,35,15,red
415,88,398,1,0,green
472,177,569,2,1,green
483,116,506,8,2,green
631,343,705,13,3,green
586,373,457,109,4,yellow
712,436,549,16,5,yellow
746,223,337,4,6,yellow
782,367,448,1,7,yellow
504,341,733,0,8,blue
533,189,512,0,9,blue
570,315,576,4,10,blue
416,231,450,48,11,blue
629,190,452,2,12,red
641,168,462,3,13,red
551,102,427,13,14,red
695,185,570,32,15,red
415,87,398,1,0,green
471,175,568,3,1,green
484,117,505,8,2,green
631,342,704,14,3,green
587,374,458,108,4,yellow
713,437,550,15,5,yellow
747,223,337,4,6,yellow
783,367,448,1,7,yellow
505,341,734,0,8,blue
533,189,512,0,9,blue
570,315,575,4,10,blue
417,232,451,47,11,blue
630,193,453,1,12,red
640,166,461,4,13,red
551,103,427,13,14,red
691,183,567,36,15,red
417,87,399,0,0,green
472,176,569,2,1,green
484,116,505,8,2,green
632,343,705,13,3,green
586,373,457,109,4,yellow
712,435,549,17,5,yellow
745,222,336,5,6,yellow
782,368,449,0,7,yellow
504,341,735,0,8,blue
533,188,512,0,9,blue
571,316,577,3,10,blue
417,232,451,47,11,blue
629,191,452,2,12,red
639,168,461,4,13,red
549,102,426,14,14,red
696,191,571,31,15,red
416,88,399,0,0,green
471,176,568,3,1,green
484,117,506,7,2,green
631,344,705,13,3,green
587,374,458,108,4,yellow
712,436,549,16,5,yellow
749,225,340,2,6,yellow
784,368,448,1,7,yellow
505,341,733,0,8,blue
533,188,512,0,9,blue
570,315,575,5,10,blue
416,231,450,48,11,blue
630,190,452,2,12,red
640,168,462,4,13,red
550,101,427,14,14,red
695,187,571,32,15,red
417,84,395,0,0,green
476,181,576,2,1,green
485,117,512,6,2,green
632,354,705,12,3,green
595,376,463,108,4,yellow
709,435,548,18,5,yellow
749,226,336,3,6,yellow
776,366,444,2,7,yellow
505,349,737,0,8,blue
534,188,512,0,9,blue
571,308,569,3,10,blue
419,236,456,47,11,blue
638,191,457,1,12,red
640,169,463,4,13,red
555,105,427,11,14,red
695,187,568,34,15,red
416,83,395,0,0,green
476,182,577,1,1,green
484,116,512,6,2,green
630,353,703,13,3,green
593,375,463,109,4,yellow
707,434,547,19,5,yellow
749,228,337,2,6,yellow
778,367,444,1,7,yellow
504,349,736,1,8,blue
533,188,512,0,9,blue
569,307,568,4,10,blue
419,237,457,46,11,blue
638,193,458,0,12,red
640,168,463,4,13,red
555,106,428,10,14,red
694,185,568,35,15,red
417,84,395,0,0,green
475,180,576,2,1,green
485,116,512,6,2,green
631,353,703,13,3,green
594,376,464,108,4,yellow
709,436,549,17,5,yellow
749,227,337,2,6,yellow
777,366,444,1,7,yellow
504,350,737,0,8,blue
533,188,512,0,9,blue
571,308,569,3,10,blue
419,236,456,47,11,blue
637,192,457,1,12,red
640,169,463,4,13,red
555,104,427,11,14,red
694,187,568,35,15,red
417,84,395,0,0,green
474,180,575,3,1,green
485,116,512,6,2,green
631,354,704,12,3,green
592,375,463,109,4,yellow
707,434,547,19,5,yellow
749,228,337,2,6,yellow
777,366,444,1,7,yellow
505,349,737,0,8,blue
533,188,512,0,9,blue
569,307,568,4,10,blue
419,237,457,46,11,blue
635,191,456,2,12,red
640,169,463,4,13,red
554,106,427,11,14,red
696,186,571,32,15,red
417,83,395,0,0,green
476,182,577,1,1,green
484,117,512,6,2,green
630,353,703,13,3,green
593,375,462,109,4,yellow
706,434,547,19,5,yellow
749,227,337,2,6,yellow
777,367,444,1,7,yellow
504,350,737,0,8,blue
533,188,512,0,9,blue
569,307,568,4,10,blue
420,237,457,46,11,blue
635,191,455,2,12,red
641,169,464,3,13,red
554,105,427,11,14,red
694,186,567,35,15,red
417,83,395,0,0,green
475,180,576,2,1,green
483,115,511,7,2,green
629,353,703,13,3,green
592,375,462,109,4,yellow
706,434,547,19,5,yellow
749,229,338,1,6,yellow
777,367,444,1,7,yellow
505,349,737,0,8,blue
533,188,512,0,9,blue
568,306,567,5,10,blue
419,237,457,46,11,blue
636,192,457,1,12,red
640,168,463,4,13,red
554,105,427,11,14,red
696,189,570,32,15,red
416,83,394,1,0,green
474,179,575,3,1,green
486,118,514,4,2,green
630,353,704,13,3,green
591,373,460,111,4,yellow
708,435,548,18,5,yellow
750,228,337,2,6,yellow
777,366,444,1,7,yellow
505,350,737,0,8,blue
533,188,512,0,9,blue
571,308,569,3,10,blue
420,237,457,46,11,blue
637,192,457,1,12,red
638,167,461,6,13,red
556,106,428,10,14,red
695,186,569,34,15,red
416,83,394,1,0,green
473,179,574,4,1,green
485,116,512,6,2,green
631,354,703,12,3,green
590,373,460,111,4,yellow
707,433,546,20,5,yellow
750,227,337,2,6,yellow
778,366,444,1,7,yellow
505,349,737,0,8,blue
533,188,512,0,9,blue
568,305,566,6,10,blue
421,238,459,45,11,blue
638,192,457,1,12,red
639,167,462,5,13,red
555,105,427,11,14,red
697,192,571,31,15,red
417,83,395,0,0,green
474,179,574,4,1,green
485,117,512,6,2,green
629,353,701,14,3,green
592,373,461,110,4,yellow
707,434,547,19,5,yellow
750,227,336,2,6,yellow
777,366,444,1,7,yellow
505,349,737,0,8,blue
533,188,512,0,9,blue
568,305,566,6,10,blue
420,238,459,45,11,blue
636,190,456,2,12,red
637,167,461,6,13,red
552,104,426,12,14,red
694,186,568,34,15,red
417,84,395,0,0,green
472,177,573,5,1,green
485,117,512,6,2,green
630,353,703,13,3,green
592,374,462,110,4,yellow
708,435,548,18,5,yellow
751,228,338,1,6,yellow
778,366,445,1,7,yellow
505,350,737,0,8,blue
533,188,512,0,9,blue
569,307,568,4,10,blue
420,237,458,46,11,blue
637,192,457,1,12,red
639,166,461,6,13,red
554,106,427,11,14,red
691,188,566,36,15,red
415,86,393,1,0,green
473,178,569,3,1,green
483,117,507,6,2,green
632,345,708,12,3,green
585,368,453,111,4,yellow
714,436,553,19,5,yellow
747,226,335,3,6,yellow
776,364,438,2,7,yellow
504,345,740,0,8,blue
534,192,515,0,9,blue
568,306,566,7,10,blue
418,227,449,45,11,blue
640,191,456,2,12,red
643,166,464,5,13,red
551,107,427,11,14,red
694,186,566,35,15,red
414,86,392,1,0,green
471,177,568,4,1,green
482,117,507,6,2,green
629,343,707,14,3,green
585,370,455,109,4,yellow
713,435,552,19,5,yellow
747,227,336,2,6,yellow
777,365,439,1,7,yellow
504,345,740,0,8,blue
534,192,515,0,9,blue
569,307,567,6,10,blue
418,227,449,45,11,blue
641,191,457,1,12,red
641,165,463,6,13,red
550,108,427,11,14,red
696,190,568,33,15,red
416,86,393,0,0,green
472,176,568,4,1,green
484,120,507,5,2,green
632,344,709,12,3,green
586,370,455,109,4,yellow
715,437,554,17,5,yellow
748,227,337,1,6,yellow
775,364,438,2,7,yellow
505,345,740,0,8,blue
534,192,515,0,9,blue
571,309,569,4,10,blue
417,226,448,46,11,blue
642,194,458,0,12,red
641,165,463,6,13,red
550,107,426,12,14,red
696,189,569,32,15,red
416,85,394,0,0,green
472,178,569,3,1,green
482,118,507,6,2,green
628,341,705,15,3,green
583,368,453,111,4,yellow
715,437,555,17,5,yellow
747,226,336,2,6,yellow
775,364,438,2,7,yellow
503,345,740,0,8,blue
533,192,515,0,9,blue
567,306,566,7,10,blue
417,226,448,46,11,blue
639,190,456,2,12,red
642,166,464,5,13,red
549,107,426,12,14,red
694,189,567,34,15,red
415,87,393,0,0,green
472,178,569,3,1,green
482,118,507,6,2,green
631,344,708,13,3,green
584,369,454,110,4,yellow
714,436,553,18,5,yellow
746,227,336,2,6,yellow
775,364,438,2,7,yellow
503,345,740,0,8,blue
533,192,515,0,9,blue
569,308,568,5,10,blue
416,226,448,46,11,blue
640,192,457,1,12,red
643,168,465,4,13,red
550,107,427,11,14,red
697,188,570,31,15,red
416,87,393,0,0,green
470,175,567,5,1,green
482,117,506,7,2,green
630,343,707,14,3,green
585,369,454,110,4,yellow
715,437,554,17,5,yellow
748,228,337,1,6,yellow
777,365,439,1,7,yellow
505,345,739,0,8,blue
534,192,515,0,9,blue
570,307,568,5,10,blue
419,227,449,45,11,blue
642,191,457,1,12,red
641,165,463,6,13,red
551,108,427,11,14,red
693,187,565,36,15,red
416,85,394,0,0,green
470,176,567,5,1,green
483,118,507,6,2,green
632,344,709,12,3,green
586,370,455,109,4,yellow
716,437,554,17,5,yellow
748,226,335,2,6,yellow
777,365,439,1,7,yellow
504,345,740,0,8,blue
533,192,515,0,9,blue
570,307,568,5,10,blue
417,226,448,46,11,blue
642,193,458,0,12,red
641,167,463,6,13,red
550,108,427,11,14,red
696,191,569,32,15,red
415,85,392,1,0,green
474,179,570,2,1,green
483,119,507,6,2,green
629,342,705,15,3,green
586,370,455,109,4,yellow
716,437,555,17,5,yellow
748,226,336,2,6,yellow
775,363,437,3,7,yellow
504,345,740,0,8,blue
534,192,515,0,9,blue
570,307,568,5,10,blue
419,227,449,45,11,blue
641,190,457,2,12,red
644,167,465,4,13,red
550,107,426,12,14,red
694,185,565,36,15,red
416,86,393,0,0,green
472,178,569,3,1,green
484,120,508,5,2,green
628,341,705,16,3,green
586,370,455,109,4,yellow
715,436,554,18,5,yellow
747,227,336,2,6,yellow
776,364,438,2,7,yellow
505,345,740,0,8,blue
534,191,515,0,9,blue
569,307,567,6,10,blue
418,226,448,46,11,blue
640,191,456,2,12,red
642,167,464,5,13,red
551,106,427,11,14,red
695,189,567,34,15,red
416,86,394,0,0,green
472,179,568,3,1,green
482,118,507,6,2,green
630,343,707,14,3,green
587,371,456,108,4,yellow
716,437,554,17,5,yellow
747,227,336,2,6,yellow
774,363,437,3,7,yellow
504,345,740,0,8,blue
533,191,515,0,9,blue
569,307,568,5,10,blue
417,226,448,46,11,blue
639,192,457,2,12,red
643,169,465,4,13,red
549,108,427,11,14,red
695,187,568,33,15,red
411,80,389,1,0,green
475,180,570,3,1,green
485,120,509,5,2,green
628,350,702,15,3,green
590,373,457,109,4,yellow
710,434,548,16,5,yellow
756,228,342,2,6,yellow
771,364,437,2,7,yellow
506,341,735,0,8,blue
533,194,520,0,9,blue
567,309,567,7,10,blue
420,230,451,45,11,blue
629,190,450,2,12,red
646,168,464,5,13,red
549,103,428,11,14,red
694,186,566,35,15,red
411,80,390,0,0,green
475,181,570,3,1,green
484,119,508,5,2,green
627,350,703,15,3,green
589,373,457,109,4,yellow
708,433,547,17,5,yellow
756,230,343,1,6,yellow
770,365,437,2,7,yellow
505,341,735,0,8,blue
533,193,520,0,9,blue
569,310,569,5,10,blue
419,229,451,46,11,blue
629,190,450,2,12,red
646,168,464,5,13,red
548,106,428,11,14,red
698,191,570,31,15,red
412,80,391,0,0,green
475,180,570,3,1,green
484,118,507,6,2,green
627,349,703,16,3,green
590,372,458,109,4,yellow
710,431,547,17,5,yellow
756,226,341,2,6,yellow
770,362,436,3,7,yellow
506,340,735,0,8,blue
534,193,520,0,9,blue
571,311,571,4,10,blue
420,230,452,45,11,blue
632,191,451,0,12,red
646,167,464,5,13,red
548,104,427,12,14,red
696,187,569,32,15,red
410,79,390,1,0,green
474,181,570,3,1,green
483,119,507,6,2,green
626,350,703,15,3,green
589,373,457,109,4,yellow
708,433,547,17,5,yellow
756,228,341,2,6,yellow
770,364,437,2,7,yellow
505,342,735,0,8,blue
533,193,520,0,9,blue
567,308,568,7,10,blue
418,229,450,46,11,blue
629,189,450,2,12,red
646,168,465,4,13,red
547,103,427,12,14,red
693,188,566,35,15,red
412,80,390,0,0,green
475,180,570,3,1,green
484,120,509,5,2,green
628,350,703,15,3,green
589,373,457,109,4,yellow
709,433,547,17,5,yellow
755,228,341,3,6,yellow
771,364,437,2,7,yellow
505,341,735,0,8,blue
533,194,520,0,9,blue
568,310,568,6,10,blue
419,230,451,46,11,blue
629,191,450,1,12,red
646,168,465,4,13,red
549,104,428,11,14,red
698,187,569,32,15,red
412,80,391,0,0,green
476,182,570,2,1,green
484,118,507,6,2,green
629,351,705,14,3,green
590,373,457,109,4,yellow
710,434,548,16,5,yellow
754,228,340,3,6,yellow
769,362,435,4,7,yellow
506,341,735,0,8,blue
534,193,520,0,9,blue
570,310,569,5,10,blue
419,230,451,46,11,blue
630,191,451,1,12,red
647,169,465,4,13,red
549,105,428,11,14,red
693,187,565,36,15,red
411,79,391,0,0,green
475,183,570,2,1,green
482,119,507,6,2,green
627,350,704,15,3,green
589,373,458,109,4,yellow
709,432,547,17,5,yellow
755,228,342,2,6,yellow
768,362,435,4,7,yellow
504,341,735,0,8,blue
532,193,520,0,9,blue
569,311,571,4,10,blue
418,229,451,46,11,blue
627,190,450,2,12,red
646,168,465,4,13,red
547,104,428,11,14,red
696,188,569,32,15,red
411,80,390,1,0,green
475,180,570,3,1,green
485,119,508,5,2,green
628,349,704,15,3,green
591,374,459,108,4,yellow
709,433,547,17,5,yellow
757,228,342,2,6,yellow
769,363,435,3,7,yellow
506,341,735,0,8,blue
533,194,520,0,9,blue
570,311,570,4,10,blue
420,230,450,46,11,blue
628,191,450,2,12,red
648,168,465,4,13,red
549,104,428,11,14,red
692,182,564,37,15,red
412,80,391,0,0,green
476,181,571,2,1,green
483,117,508,6,2,green
628,350,704,15,3,green
591,374,459,108,4,yellow
710,434,548,16,5,yellow
756,229,342,2,6,yellow
771,364,437,2,7,yellow
505,341,735,0,8,blue
533,194,520,0,9,blue
570,311,571,4,10,blue
419,230,451,46,11,blue
629,192,451,1,12,red
647,169,465,4,13,red
548,103,427,12,14,red
694,188,566,35,15,red
411,79,390,1,0,green
476,183,571,2,1,green
482,116,507,7,2,green
629,351,705,14,3,green
590,373,458,109,4,yellow
710,434,548,16,5,yellow
756,229,341,2,6,yellow
769,362,435,4,7,yellow
506,341,736,0,8,blue
533,193,520,0,9,blue
570,311,570,4,10,blue
420,231,452,45,11,blue
628,188,449,3,12,red
647,169,465,4,13,red
548,103,427,12,14,red
696,186,568,33,15,red
615,83,363,0,0,red
666,172,536,6,1,red
684,117,476,8,2,red
776,334,681,18,3,red
478,375,355,103,4,green
591,433,431,13,5,green
516,220,203,0,6,green
574,352,328,2,7,green
721,289,826,0,8,yellow
745,159,672,0,9,yellow
723,275,679,9,10,yellow
591,181,561,52,11,yellow
481,239,450,0,12,blue
474,226,469,3,13,blue
352,181,425,10,14,blue
592,212,570,26,15,blue
613,80,362,1,0,red
668,174,538,4,1,red
684,117,476,8,2,red
776,334,681,17,3,red
478,375,355,103,4,green
591,433,431,13,5,green
516,219,201,1,6,green
575,352,330,1,7,green
720,289,826,0,8,yellow
745,159,673,0,9,yellow
721,273,678,11,10,yellow
591,181,561,52,11,yellow
480,238,449,1,12,blue
471,225,467,5,13,blue
353,183,427,8,14,blue
590,208,568,28,15,blue
614,81,362,1,0,red
667,174,537,5,1,red
686,117,476,8,2,red
777,335,682,16,3,red
478,374,355,103,4,green
591,433,432,13,5,green
516,219,202,1,6,green
575,353,330,1,7,green
721,288,826,0,8,yellow
745,159,673,0,9,yellow
721,275,678,10,10,yellow
591,181,561,52,11,yellow
481,238,449,1,12,blue
473,226,468,4,13,blue
353,181,426,9,14,blue
591,210,569,27,15,blue
614,84,362,0,0,red
667,173,537,5,1,red
685,115,476,8,2,red
777,334,683,17,3,red
478,374,355,103,4,green
591,433,432,13,5,green
514,219,202,2,6,green
575,352,330,1,7,green
721,288,825,0,8,yellow
745,160,671,0,9,yellow
723,276,679,9,10,yellow
589,181,560,53,11,yellow
481,238,448,1,12,blue
474,226,469,3,13,blue
353,180,425,9,14,blue
590,207,569,28,15,blue
612,81,360,3,0,red
669,174,538,4,1,red
684,115,475,9,2,red
778,335,684,16,3,red
479,376,356,102,4,green
592,434,432,12,5,green
516,219,202,1,6,green
577,354,331,0,7,green
720,289,824,0,8,yellow
744,160,672,0,9,yellow
721,278,679,8,10,yellow
589,181,560,53,11,yellow
478,236,447,3,12,blue
473,226,469,3,13,blue
349,177,422,12,14,blue
589,207,567,29,15,blue
613,82,361,2,0,red
668,174,538,4,1,red
684,113,474,10,2,red
778,335,682,17,3,red
478,375,355,103,4,green
591,433,431,13,5,green
517,220,202,0,6,green
573,351,328,3,7,green
720,289,826,0,8,yellow
743,160,671,1,9,yellow
723,277,679,8,10,yellow
589,181,559,54,11,yellow
478,236,447,3,12,blue
475,227,470,2,13,blue
353,179,425,9,14,blue
591,209,569,27,15,blue
613,82,362,1,0,red
667,174,538,4,1,red
685,114,476,8,2,red
779,336,684,15,3,red
478,375,355,103,4,green
591,433,432,13,5,green
516,219,201,1,6,green
576,354,331,0,7,green
719,289,824,0,8,yellow
741,158,670,2,9,yellow
723,277,680,8,10,yellow
590,182,561,52,11,yellow
480,238,448,1,12,blue
474,228,470,2,13,blue
349,178,423,12,14,blue
589,206,567,29,15,blue
611,79,360,3,0,red
669,176,539,3,1,red
684,113,474,10,2,red
779,335,683,16,3,red
479,376,356,102,4,green
592,434,433,12,5,green
516,219,202,1,6,green
576,353,330,1,7,green
721,289,826,0,8,yellow
743,157,671,2,9,yellow
724,277,681,7,10,yellow
590,182,561,52,11,yellow
478,236,446,4,12,blue
475,228,470,2,13,blue
352,181,424,10,14,blue
589,206,566,30,15,blue
614,84,362,0,0,red
669,175,539,3,1,red
684,115,475,9,2,red
777,334,682,18,3,red
478,375,355,103,4,green
591,433,431,13,5,green
515,219,202,1,6,green
573,351,329,3,7,green
720,290,824,0,8,yellow
744,161,672,0,9,yellow
722,277,679,8,10,yellow
590,181,561,52,11,yellow
482,239,450,0,12,blue
474,226,469,3,13,blue
352,179,425,9,14,blue
589,205,566,30,15,blue
614,81,362,1,0,red
667,174,537,5,1,red
682,114,473,11,2,red
779,335,682,16,3,red
477,374,354,104,4,green
592,434,433,12,5,green
517,220,202,0,6,green
576,353,330,1,7,green
721,289,825,0,8,yellow
743,158,670,2,9,yellow
722,275,678,9,10,yellow
588,180,558,54,11,yellow
478,237,447,3,12,blue
475,227,470,2,13,blue
352,180,424,10,14,blue
587,206,565,31,15,blue
613,82,362,2,0,red
663,175,536,3,1,red
688,113,474,10,2,red
778,333,684,16,3,red
480,377,356,103,4,green
592,433,424,13,5,green
519,221,206,0,6,green
585,355,334,2,7,green
725,288,824,0,8,yellow
735,159,666,2,9,yellow
727,274,683,9,10,yellow
586,182,556,53,11,yellow
478,237,445,3,12,blue
477,220,465,1,13,blue
355,185,436,9,14,blue
592,209,570,27,15,blue
614,82,363,1,0,red
662,174,535,4,1,red
690,115,476,8,2,red
777,334,686,15,3,red
479,377,356,103,4,green
591,433,424,13,5,green
518,220,204,1,6,green
585,355,335,1,7,green
726,287,823,0,8,yellow
735,158,667,2,9,yellow
728,275,685,8,10,yellow
587,183,557,52,11,yellow
478,238,446,2,12,blue
475,218,462,3,13,blue
352,183,434,11,14,blue
590,207,567,29,15,blue
611,81,361,3,0,red
662,174,535,4,1,red
688,114,475,9,2,red
778,333,685,16,3,red
480,377,356,103,4,green
592,434,425,12,5,green
519,221,207,0,6,green
586,355,336,1,7,green
724,288,823,0,8,yellow
736,161,668,0,9,yellow
728,275,685,8,10,yellow
586,181,556,53,11,yellow
479,239,447,1,12,blue
476,218,463,2,13,blue
353,184,436,10,14,blue
592,210,570,27,15,blue
612,81,360,3,0,red
662,174,535,4,1,red
687,114,474,10,2,red
779,333,685,16,3,red
479,377,356,103,4,green
592,434,425,12,5,green
518,220,205,1,6,green
586,356,336,1,7,green
724,288,823,0,8,yellow
736,161,669,0,9,yellow
727,274,685,9,10,yellow
588,183,558,51,11,yellow
478,237,445,3,12,blue
476,219,463,2,13,blue
355,185,436,9,14,blue
591,209,569,28,15,blue
614,81,363,1,0,red
661,175,535,4,1,red
686,114,473,11,2,red
777,333,684,16,3,red
480,378,357,102,4,green
593,434,425,12,5,green
519,221,206,0,6,green
585,355,336,1,7,green
724,288,824,0,8,yellow
734,157,666,3,9,yellow
726,273,684,9,10,yellow
585,182,555,53,11,yellow
477,238,446,3,12,blue
476,219,464,2,13,blue
353,184,436,10,14,blue
588,207,567,30,15,blue
613,82,363,1,0,red
662,174,535,4,1,red
690,115,476,8,2,red
777,332,683,17,3,red
480,378,357,102,4,green
591,433,424,13,5,green
518,219,204,1,6,green
585,354,335,2,7,green
725,288,823,0,8,yellow
738,160,669,0,9,yellow
728,275,685,8,10,yellow
586,181,556,53,11,yellow
480,239,447,1,12,blue
475,218,462,3,13,blue
355,185,436,9,14,blue
590,208,568,29,15,blue
614,84,363,1,0,red
663,175,536,3,1,red
689,114,475,9,2,red
776,332,684,17,3,red
480,378,357,102,4,green
592,434,425,12,5,green
516,219,204,3,6,green
586,356,336,1,7,green
724,288,822,0,8,yellow
736,162,668,0,9,yellow
728,274,685,8,10,yellow
584,179,554,55,11,yellow
480,238,447,1,12,blue
