499,479,120,0,507,611,190,0,525,599,118,0,682,725,373,0,706,563,483,0,732,570,475,1,739,380,285,2,767,484,444,1,706,732,388,5,701,568,257,8,704,611,342,5,609,518,251,3,555,552,356,0,542,574,320,7,410,525,239,5,589,591,307,7,

485,467,117,4,492,595,185,0,512,585,123,0,660,710,348,0,691,549,463,6,715,555,454,3,734,379,275,3,766,483,431,8,688,717,371,6,686,555,262,7,689,599,340,6,593,504,245,7,542,540,347,10,530,561,316,12,406,514,241,12,615,587,304,12,
485,467,118,1,492,595,186,1,512,585,121,0,660,710,348,0,690,550,463,8,716,555,454,2,734,378,275,3,764,483,431,8,688,716,371,4,686,555,262,7,689,599,339,6,592,504,246,5,542,540,347,11,529,561,315,12,405,515,241,12,617,587,306,12,
485,467,118,1,492,595,184,1,512,585,121,0,659,711,349,0,690,549,463,4,715,556,454,1,734,378,276,5,766,483,431,7,688,717,371,4,687,555,262,9,690,598,339,5,592,504,246,6,542,540,347,8,529,561,315,11,406,515,241,14,618,587,305,12,
485,468,120,2,492,596,188,3,512,585,123,0,660,710,351,0,691,550,466,5,715,556,457,2,734,379,277,3,765,484,434,7,688,716,374,4,685,555,264,9,690,599,342,6,592,505,248,5,542,541,350,12,530,562,317,12,405,516,242,12,618,589,308,13,
488,470,119,1,494,597,187,2,515,587,123,0,662,712,351,0,693,551,466,3,718,557,457,1,735,380,278,5,767,486,433,6,690,720,373,4,688,557,265,10,692,600,342,6,594,506,248,6,545,542,350,10,532,563,317,12,409,517,243,13,621,590,307,8,

493,472,123,0,513,610,190,6,531,600,116,0,683,725,370,0,707,562,482,0,732,568,472,1,739,379,281,0,769,485,443,0,706,730,384,2,701,566,255,11,704,609,338,3,609,517,249,3,555,551,354,0,541,573,318,6,408,521,234,4,593,589,306,7,
499,478,118,0,506,609,190,0,523,598,118,0,681,725,371,0,706,563,482,0,731,568,473,0,738,378,282,0,767,483,442,1,705,730,384,3,701,567,256,8,704,608,339,4,609,517,250,3,555,552,355,0,540,573,318,4,408,521,234,5,593,589,305,5,
499,478,118,0,506,609,189,0,524,598,116,0,681,724,370,0,707,563,482,0,730,568,473,0,738,379,282,0,767,483,442,0,706,731,385,6,702,566,255,9,702,609,339,4,608,517,250,3,554,552,354,0,541,573,319,6,408,522,235,5,592,589,307,7,
498,478,118,0,506,609,190,0,525,599,117,0,680,725,371,0,706,563,482,0,731,569,473,0,738,378,283,0,766,483,442,0,705,731,385,5,701,567,257,10,703,609,339,4,609,517,250,5,555,552,355,0,540,573,318,5,408,522,234,4,591,589,305,5,
499,478,119,0,507,609,190,0,525,599,118,0,681,725,371,0,706,563,482,0,731,568,473,0,738,378,283,0,767,483,443,1,705,731,385,4,701,567,256,9,704,608,339,5,609,517,250,3,555,552,356,1,541,574,319,4,408,522,234,4,591,589,307,7,
499,478,120,0,507,610,191,0,525,599,117,0,681,725,371,0,707,563,482,0,731,569,473,0,738,379,283,1,766,483,443,1,706,731,385,5,701,567,257,8,704,609,339,3,609,517,250,5,555,552,355,1,541,573,318,5,408,522,235,4,590,589,306,5,
499,478,120,0,507,610,190,0,525,599,117,0,680,725,371,0,706,562,482,0,732,569,473,0,739,379,283,0,766,483,442,0,705,731,385,4,701,566,256,8,704,609,339,4,609,517,250,4,554,552,355,0,541,573,318,4,408,522,234,4,590,589,307,7,

480,465,117,0,486,594,184,0,505,583,121,0,657,710,347,0,690,548,462,0,714,555,453,0,726,375,274,0,759,479,428,0,685,716,370,0,683,553,261,0,686,597,338,0,589,503,245,0,537,539,346,0,524,559,314,0,396,511,238,1,594,582,304,6,
483,466,119,0,490,595,184,0,509,585,121,0,659,711,348,0,690,548,463,0,715,555,453,0,731,377,274,0,763,481,429,0,686,716,370,0,685,554,261,0,688,597,338,0,590,503,246,2,540,539,346,1,527,560,314,1,399,511,240,5,608,584,303,4,
483,466,119,0,490,595,185,0,510,584,121,0,659,710,347,0,690,549,462,0,715,555,453,0,731,377,274,1,763,481,429,0,687,716,370,0,686,553,261,1,689,597,338,0,591,503,246,0,540,539,346,0,527,560,314,1,400,511,238,5,609,585,304,5,
485,466,118,0,492,594,184,0,512,584,122,0,661,710,347,0,691,549,462,0,716,554,453,0,733,377,274,0,765,481,429,0,688,716,370,0,686,553,261,1,690,597,338,0,593,503,245,0,542,539,346,1,529,560,315,2,401,511,238,3,612,586,303,3,
483,466,117,0,490,595,185,0,510,584,122,0,660,709,347,0,690,549,463,0,714,554,453,1,731,377,274,0,763,481,429,0,687,716,370,0,685,553,261,0,688,597,339,1,591,503,245,0,540,540,346,1,527,560,315,3,400,511,238,3,610,586,304,5,

479,465,117,0,485,594,183,0,504,479,465,117,0,486,594,183,0,505,583,120,0,657,709,348,0,689,548,462,0,714,554,452,0,727,375,274,0,759,478,428,0,685,716,369,0,684,553,260,0,687,596,337,0,589,502,245,0,537,539,345,0,524,560,314,0,394,509,238,3,596,582,302,5,
480,465,117,0,486,594,185,0,506,582,122,0,657,710,347,0,690,549,463,0,714,554,453,0,726,376,273,0,759,479,428,0,686,715,369,0,683,553,262,0,686,597,337,0,589,502,245,0,537,539,346,0,524,559,314,0,393,509,237,0,596,582,304,5,
483,467,118,0,489,597,186,0,509,585,124,0,661,710,350,0,691,551,465,0,717,556,455,0,730,378,276,0,760,481,431,0,688,718,372,0,685,555,262,0,688,599,341,0,592,505,247,0,540,541,348,0,527,562,317,0,397,512,239,0,598,585,305,3,
483,467,119,0,489,597,186,0,508,585,122,0,661,712,350,0,692,551,465,0,716,556,455,0,729,377,276,0,761,481,431,0,688,718,373,0,686,555,263,0,689,599,340,0,591,505,248,0,540,541,349,0,526,562,316,0,397,512,239,0,598,584,306,2,
483,468,118,0,489,598,187,0,509,586,123,0,660,713,351,0,691,552,465,0,716,558,455,0,728,379,277,0,761,482,430,0,688,719,372,0,685,557,262,1,689,600,340,0,592,506,247,0,540,543,349,0,527,563,316,0,397,513,239,0,598,586,306,2,
483,467,118,0,489,596,187,0,509,585,123,0,661,711,350,0,691,550,465,0,716,556,455,0,729,378,276,0,761,481,431,0,688,718,372,0,684,556,262,0,689,599,340,0,591,505,247,0,540,541,348,2,526,561,316,0,396,512,239,0,598,585,305,3,
482,467,117,0,489,596,186,0,509,585,124,0,661,712,350,0,691,551,465,0,716,556,455,0,730,378,276,0,761,481,431,0,688,718,373,0,686,555,263,0,688,599,340,0,592,505,246,0,540,541,348,0,526,562,317,1,397,512,239,0,598,585,306,2,
483,467,118,0,489,596,187,0,509,585,122,0,660,712,350,0,692,551,465,0,716,556,455,0,728,378,277,0,761,481,431,0,688,719,372,0,685,555,264,0,689,598,340,0,592,505,247,0,540,541,349,0,527,561,317,0,397,512,239,2,598,585,304,2,
482,467,118,0,489,596,188,1,508,585,123,0,661,712,350,0,690,550,465,0,716,556,455,0,729,378,276,0,761,481,431,0,687,717,373,0,684,555,263,1,689,599,340,0,592,505,247,0,539,541,349,2,527,561,316,0,396,512,239,0,597,585,305,3,
483,467,117,0,489,597,188,0,508,585,122,0,661,711,350,0,691,551,465,0,716,556,455,0,729,378,276,0,761,481,431,0,688,717,372,0,685,555,263,0,689,599,340,0,592,505,247,0,540,542,349,0,527,561,316,0,396,512,239,0,598,585,307,3,

