493,473,122,0,515,612,191,7,531,601,118,0,683,725,373,0,707,563,483,0,732,570,475,0,741,381,285,1,769,483,444,1,707,732,388,4,702,568,257,8,705,611,342,5,609,517,250,2,555,552,356,0,542,574,320,7,410,525,239,6,583,588,307,7,
499,479,119,0,506,610,190,0,525,599,117,0,682,725,372,0,707,563,483,0,731,570,475,0,737,380,284,0,767,484,444,0,707,731,388,4,702,568,257,9,705,611,342,5,609,518,251,3,555,553,356,0,541,574,320,5,410,525,238,4,587,590,307,5,
499,479,119,0,507,610,190,0,525,600,118,0,682,725,373,0,706,563,483,0,732,570,474,0,739,380,284,0,766,484,444,0,706,732,387,3,701,568,257,9,705,610,341,4,609,518,251,3,555,552,356,0,542,574,320,4,410,525,237,3,588,590,307,6,
499,479,121,0,507,610,191,0,525,600,117,0,681,726,373,0,706,563,483,0,731,570,475,0,739,380,284,0,767,484,444,0,708,731,388,5,702,568,258,10,705,610,341,5,608,518,251,3,554,552,356,0,541,573,320,5,410,525,237,4,588,590,308,8,
500,479,119,0,507,610,191,0,525,599,119,0,682,726,373,0,706,563,483,0,732,569,475,0,740,380,284,0,767,484,444,0,707,732,388,7,702,568,257,9,704,611,342,5,608,518,251,2,555,552,356,0,541,574,319,4,410,525,237,6,589,590,308,7,
499,479,119,0,507,610,190,0,525,599,118,0,682,724,372,0,706,563,483,0,732,570,475,0,739,380,285,0,766,484,444,1,706,732,388,5,702,568,257,9,705,611,341,4,609,518,251,5,555,553,357,0,542,574,320,5,411,526,237,4,589,591,309,6,
500,479,120,0,507,610,191,0,526,600,120,0,682,726,373,0,706,563,483,0,732,570,475,0,739,381,284,0,767,484,444,0,707,733,388,8,703,568,258,9,704,611,342,5,608,518,251,2,555,553,356,0,542,574,320,4,411,525,239,5,589,591,308,10,
500,479,120,0,507,610,192,1,526,600,118,0,682,726,373,0,705,563,483,0,732,570,475,0,739,381,285,0,767,484,445,1,707,733,389,6,702,569,259,11,704,611,342,4,609,518,251,3,555,553,356,0,542,574,320,5,411,525,238,4,589,590,309,5,
500,479,120,0,507,610,191,0,526,600,119,0,683,727,373,0,706,563,483,0,732,570,475,0,739,381,284,0,767,484,445,0,708,733,389,8,703,568,258,9,704,611,342,4,608,518,250,2,555,553,356,0,542,574,320,4,411,525,238,4,589,591,307,10,
499,479,120,0,507,611,192,0,526,600,118,0,681,726,373,0,705,563,483,0,732,570,475,0,739,381,285,0,767,485,445,0,708,732,389,7,702,568,258,11,704,611,342,3,609,518,251,3,554,553,357,0,542,574,320,5,411,525,238,4,589,590,308,5,
499,479,120,0,507,610,191,0,525,600,119,0,682,726,373,0,706,563,483,0,732,570,475,0,740,381,284,0,767,484,444,1,708,733,388,7,703,568,258,9,705,611,342,4,609,518,251,2,555,553,356,0,542,575,320,4,411,525,238,4,589,591,308,10,
499,479,120,0,507,610,192,0,525,600,119,0,681,726,373,0,705,563,483,0,732,570,475,0,739,381,285,0,767,484,445,1,708,732,388,6,702,568,259,11,705,611,343,5,609,518,251,3,555,553,356,0,542,574,320,4,411,525,238,3,589,590,308,5,
500,479,120,0,507,610,192,0,525,600,119,0,682,726,374,0,706,563,483,0,732,570,476,0,739,381,284,0,767,484,444,0,707,732,388,4,702,568,258,10,705,611,343,5,609,519,251,3,555,553,356,0,541,574,320,5,410,525,238,4,589,591,308,5,
500,479,119,0,507,610,190,0,526,600,118,0,683,726,374,0,706,563,483,0,732,570,475,0,739,380,285,0,767,484,444,0,707,732,388,3,702,568,258,11,705,611,342,7,609,518,251,3,554,552,356,0,541,574,320,4,410,525,238,4,588,590,308,5,
499,479,120,0,507,610,189,0,525,600,118,0,682,726,373,0,706,563,483,0,730,569,475,0,737,380,284,0,767,484,444,0,707,731,388,4,702,568,257,9,705,610,342,6,609,518,251,3,554,552,356,0,541,574,320,5,410,525,237,3,589,590,307,6,
500,479,121,1,507,610,191,0,525,600,118,0,681,726,372,0,706,564,483,0,732,569,475,0,739,381,285,0,766,484,444,2,707,732,388,7,702,568,257,9,704,611,342,5,608,518,251,3,555,552,356,0,542,574,319,4,411,525,238,4,589,590,308,6,
