0,681,751,781,yellow
0,686,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,781,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,686,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,752,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,686,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,687,753,782,yellow
0,686,753,782,yellow
0,687,753,782,yellow
0,,red
0,631,722,543,red
0,625,721,542,red
0,631,722,543,red
0,631,722,544,red
0,631,722,544,red
0,631,723,544,red
0,631,722,544,red
0,631,722,544,red
0,631,722,544,red
0,631,722,544,red
0,632,722,544,red
0,631,723,544,red
0,632,722,544,red
0,632,722,544,red
0,632,723,544,red
0,632,723,544,red
0,632,722,544,red
0,632,723,544,red
0,632,723,545,red
0,632,723,545,red
0,632,723,544,red
0,632,722,544,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,631,723,545,red
0,632,723,545,red
0,632,722,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,546,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,633,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,546,red
0,632,723,545,red
0,632,723,545,red
0,632,723,545,red
0,632,723,546,red
0,632,723,546,red
0,632,723,545,red
0,632,723,546,red
0,632,723,546,red
0,633,723,546,red
0,633,723,545,red
0,632,723,546,red
0,632,723,546,red
0,632,723,545,red
0,633,723,546,red
0,633,723,546,red
0,633,723,546,red
0,633,723,546,red
0,632,723,546,red
0,633,723,546,red
0,632,724,546,red
0,633,723,546,red
0,633,723,546,red
0,335,725,632,green
0,350,727,634,green
0,350,727,634,green
0,351,727,634,green
0,351,727,634,green
0,351,727,635,green
0,351,727,635,green
0,351,728,635,green
0,351,728,635,green
0,351,727,635,green
0,351,728,635,green
0,351,727,635,green
0,351,728,635,green
0,352,728,635,green
0,351,727,635,green
0,351,728,635,green
0,350,727,635,green
0,351,728,635,green
0,351,727,635,green
0,351,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,727,635,green
0,352,728,635,green
0,351,728,635,green
0,351,728,635,green
0,352,728,635,green
0,352,728,635,green
0,351,728,635,green
0,352,728,635,green
0,352,728,635,green
0,351,728,635,green
0,352,728,635,green
0,351,728,635,green
0,351,728,635,green
0,351,728,635,green
0,351,728,635,green
0,351,728,635,green
0,351,728,635,green
0,351,728,635,green
0,352,727,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,352,728,635,green
0,353,728,636,green
0,353,728,636,green
0,353,728,635,green
0,353,728,635,green
0,353,728,636,green
0,353,728,635,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,635,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,354,728,636,green
0,353,728,635,green
0,354,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,354,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,353,728,636,green
0,354,728,636,green
0,353,728,636,green
0,354,728,636,green
0,353,728,636,green
0,354,728,636,green
0,354,728,636,green
0,332,778,579,blue
0,347,780,581,blue
0,348,780,581,blue
0,349,780,582,blue
0,349,781,582,blue
0,349,781,582,blue
0,350,781,583,blue
0,350,781,583,blue
0,350,781,583,blue
0,350,781,583,blue
0,350,781,583,blue
0,351,781,583,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,351,781,584,blue
0,352,781,584,blue
0,351,781,584,blue
0,352,781,584,blue
0,351,781,584,blue
