9
257,204
216,194
97,147
21,66
15,30
17,26
44,30
122,68
201,171
235,234
239,242
170,220
54,123
21,45
21,27
38,27
115,39
234,110
283,198
276,211
181,203
49,144
21,58
21,30
41,30
121,39
223,98
250,204
247,252
189,255
71,198
24,85
22,37
31,31
83,33
185,54
265,115
281,172
250,170
128,161
30,107
18,37
21,22
56,21
143,31
221,84
241,174
233,223
148,233
41,196
22,103
28,41
69,31
173,31
273,60
293,153
271,235
156,255
38,251
21,189
23,81
61,35
156,32
233,49
246,127
231,272
135,315
29,306
19,243
24,117
87,47
190,40
268,51
287,122
255,235
132,270
33,273
22,244
33,141
104,52
210,36
247,48
250,117
211,260
88,319
26,323
21,302
38,218
133,93
251,40
292,38
279,71
187,178
48,293
20,316
24,314
75,275
184,163
232,57
231,39
200,46
105,107
23,264
19,345
32,354
111,330
253,211
307,74
309,38
242,44
96,88
29,183
24,296
47,326
131,322
252,267
291,129
281,44
220,39
101,65
32,162
25,313
43,373
133,375
282,344
348,217
344,72
275,42
144,50
47,103
29,235
39,330
109,344
247,321
315,217
308,84
276,42
173,48
60,105
29,246
34,356
78,378
202,361
332,254
373,89
363,45
293,53
153,109
48,248
30,342
44,357
117,338
254,233
314,86
315,45
287,57
197,131
72,298
27,391
25,399
46,368
138,261
273,90
323,42
321,51
270,112
138,249
38,321
25,324
31,291
82,183
184,71
260,42
280,51
276,114
218,284
99,364
32,358
23,284
30,135
92,49
195,41
282,60
308,129
293,273
201,331
66,320
22,257
20,143
40,56
112,40
217,61
266,151
270,309
228,362
111,347
31,262
23,127
32,48
86,39
185,52
267,119
286,250
256,304
134,300
33,235
21,111
26,42
65,39
147,61
226,155
239,308
219,358
128,336
32,220
17,87
18,42
37,43
107,67
173,171
197,292
186,313
124,293
33,206
12,84
11,42
15,45
50,83
113,190
158,327
162,358
130,341
49,240
14,102
13,43
18,43
60,74
141,174
209,301
221,323
159,299
48,191
19,81
19,46
28,47
86,70
167,156
217,320
221,379
173,360
65,247
19,106
16,51
22,51
70,77
158,162
226,297
244,338
194,326
69,250
23,120
22,51
36,46
109,65
228,154
271,306
263,375
199,374
72,312
27,176
26,66
42,45
115,51
230,97
281,214
287,298
254,300
128,265
32,165
23,70
27,38
67,39
162,67
236,169
251,280
228,294
132,270
29,175
19,71
21,35
47,33
124,37
211,82
251,170
249,206
170,200
50,172
16,97
15,40
25,26
85,27
171,43
217,123
235,218
199,240
96,235
27,181
21,80
28,32
82,26
187,31
271,78
285,170
255,210
134,209
32,181
20,98
23,40
58,29
146,31
232,61
251,155
240,245
161,255
48,230
22,135
24,42
53,31
144,33
246,70
278,144
267,174
176,170
50,162
19,108
19,38
37,22
102,22
197,31
234,94
240,188
199,225
89,234
28,207
23,114
39,43
114,31
240,32
291,70
288,167
216,243
73,257
23,246
20,173
46,70
133,34
223,34
244,63
238,163
171,290
51,315
19,302
20,231
51,104
152,45
250,40
282,58
278,140
185,247
53,271
23,273
25,234
69,126
180,50
243,36
248,54
227,142
121,277
29,321
20,322
33,292
113,192
246,65
289,37
283,42
202,92
75,212
22,299
21,316
47,312
144,261
226,131
231,46
206,39
121,60
31,156
19,291
27,350
93,352
225,313
302,167
310,53
253,38
119,50
31,119
24,251
41,321
115,328
240,306
289,209
285,76
240,39
128,43
39,88
25,203
33,340
98,377
233,372
337,312
347,152
289,49
155,42
48,68
29,148
35,278
90,342
213,342
308,295
312,155
287,52
210,43
85,64
35,144
29,291
49,367
134,378
278,332
363,174
371,56
326,45
204,74
75,175
32,302
34,353
81,353
203,305
303,156
317,53
298,48
223,87
107,214
31,366
24,402
37,389
106,329
242,168
319,52
325,43
288,75
183,178
60,301
26,327
26,317
55,248
147,120
250,45
278,45
279,80
242,206
123,347
33,365
23,321
31,187
92,67
194,41
282,49
307,95
296,207
216,322
80,329
25,288
20,178
31,74
84,41
178,44
254,91
271,233
260,350
174,359
57,327
25,197
25,65
46,39
123,46
238,95
283,202
278,288
195,306
68,276
22,173
22,66
37,38
100,41
196,86
237,224
236,343
193,357
85,316
25,179
17,59
20,41
47,51
119,97
