9
18,46
30,37
STARTING MOTORS
52,113
45,111
59,122
57,121
57,121
57,121
57,121
57,121
57,97
57,70
65,50
86,42
137,41
212,49
295,85
352,163
370,270
357,335
282,335
141,313
47,222
30,105
35,47
68,41
155,50
272,107
328,245
322,351
288,362
176,328
56,204
30,84
32,43
62,43
148,68
275,165
357,295
371,332
330,325
200,265
67,136
31,54
32,42
59,61
134,139
268,304
313,380
307,375
253,322
129,178
36,60
23,39
27,47
61,90
151,192
278,302
320,323
307,305
214,215
79,85
30,44
24,45
28,68
62,156
155,303
251,366
274,352
265,252
200,97
101,42
30,44
22,77
26,180
73,301
179,331
277,316
303,229
279,106
166,44
58,44
22,75
19,167
30,308
96,360
204,352
263,282
267,135
230,48
131,39
42,60
23,135
25,251
60,300
160,305
258,276
280,144
246,47
146,39
46,64
21,138
22,263
48,347
139,356
225,305
236,161
213,57
133,41
42,57
18,121
17,243
33,307
104,311
178,279
198,171
181,61
121,41
39,57
14,126
12,270
16,349
63,358
135,335
164,226
161,84
119,42
43,46
15,83
13,180
18,289
66,322
160,318
215,261
221,121
153,48
51,48
21,72
19,153
28,298
94,374
182,375
220,317
221,165
163,60
61,50
20,68
16,135
21,257
72,329
172,338
234,315
246,210
188,79
75,45
25,50
22,86
27,187
82,331
199,377
271,370
273,304
229,155
109,56
35,45
26,59
28,115
70,229
186,293
277,299
295,262
280,152
174,54
57,37
25,44
23,87
32,186
102,279
212,294
252,273
251,185
195,66
87,33
28,33
20,43
22,91
47,164
134,204
225,201
258,180
243,103
142,35
39,26
16,30
16,61
26,140
92,219
185,239
232,240
241,190
180,79
71,30
24,26
20,32
27,75
85,163
199,209
278,208
287,179
237,87
117,34
33,29
21,33
22,56
50,120
150,222
241,253
255,249
237,176
141,64
45,33
22,31
23,39
42,85
119,149
244,174
282,170
272,154
186,83
72,29
23,22
16,21
23,35
62,86
147,165
226,221
245,233
233,208
138,113
37,37
23,30
25,31
57,58
158,133
278,231
296,253
259,254
125,189
29,72
21,34
23,32
66,46
158,103
238,239
247,311
223,311
114,264
26,138
19,51
24,40
65,45
160,87
256,192
288,263
269,274
156,262
39,167
23,64
27,37
72,39
169,66
243,161
252,295
229,324
119,313
29,238
21,118
29,47
87,37
199,43
283,98
296,223
250,307
108,317
25,300
21,218
40,99
115,46
213,39
235,56
229,150
164,300
47,353
18,351
22,307
67,179
191,65
293,38
313,44
299,86
191,193
45,306
24,327
29,321
76,274
180,161
275,56
293,38
281,51
210,121
80,279
29,368
27,377
58,359
174,273
314,112
354,43
339,45
254,80
115,195
34,319
30,347
54,337
145,286
278,141
320,50
311,43
275,63
174,151
53,309
29,367
34,370
87,316
212,177
336,59
371,44
363,65
293,167
134,317
39,353
31,341
54,273
149,141
276,50
317,47
313,88
275,211
160,353
50,390
25,378
26,330
62,194
170,63
278,40
322,64
321,171
261,297
122,315
34,297
24,212
32,91
78,44
169,43
256,68
280,164
273,309
206,364
84,349
28,252
23,99
32,43
89,44
187,75
278,188
309,308
294,332
200,314
67,233
23,130
20,48
30,43
80,77
177,179
260,324
273,361
250,353
146,271
41,105
23,41
26,40
60,58
150,116
260,240
287,303
261,302
146,247
37,107
21,42
23,38
48,57
125,129
221,286
240,356
228,347
154,255
48,98
19,45
17,43
24,64
72,142
151,268
194,314
193,301
146,238
48,106
13,44
11,43
13,71
40,165
112,299
158,356
164,350
134,273
56,116
15,46
13,42
15,57
36,129
118,263
197,322
224,316
188,241
73,104
22,48
19,46
23,66
64,131
164,289
216,377
222,369
174,286
60,129
18,56
16,49
20,63
60,131
156,261
227,336
246,335
209,293
88,173
25,66
22,44
26,53
68,100
185,226
266,356
272,378
231,352
110,239
30,91
26,46
32,47
83,74
188,154
277,272
292,303
278,291
175,237
49,117
23,46
23,37
39,45
106,88
205,205
249,291
250,292
196,250
73,130
23,46
19,33
24,33
67,51
158,112
237,194
