0,95
0,93
0,93
0,92
0,89
0,90
0,89
0,87
0,85
0,75
0,65
0,61
0,63
0,65
0,70
0,77
0,90
0,103
0,122
0,143
0,165
0,190
0,217
0,246
0,266
0,285
0,298
0,304
0,304
0,297
0,286
0,268
0,232
0,183
0,138
0,103
0,79
0,63
0,53
0,47
0,47
0,50
0,53
0,64
0,75
0,93
0,117
0,163
0,233
0,304
0,382
0,431
0,471
0,495
0,529
0,542
0,548
0,543
0,534
0,498
0,417
0,307
0,210
0,133
0,107
0,97
0,97
0,95
0,99
0,108
0,116
0,130
0,159
0,205
0,303
0,417
0,531
0,619
0,667
0,703
0,724
0,729
0,738
0,733
0,722
0,690
0,634
0,513
0,372
0,229
0,145
0,124
0,114
0,116
0,120
0,130
0,142
0,160
0,193
0,267
0,388
0,536
0,688
0,760
0,788
0,804
0,803
0,792
0,776
0,754
0,730
0,697
0,616
0,484
0,348
0,203
0,143
0,129
0,119
0,114
0,115
0,121
0,131
0,144
0,164
0,200
0,302
0,433
0,571
0,670
0,705
0,727
0,739
0,734
0,731
0,721
0,704
0,671
0,603
0,484
0,353
0,216
0,136
0,115
0,104
0,100
0,101
0,108
0,116
0,131
0,154
0,198
0,317
0,441
0,564
0,640
0,667
0,682
0,683
0,684
0,675
0,656
0,630
0,585
0,507
0,385
0,259
0,145
0,110
0,94
0,87
0,81
0,82
0,85
0,92
0,99
0,110
0,130
0,169
0,247
0,320
0,398
0,447
0,458
0,466
0,462
0,459
0,443
0,420
0,390
0,352
0,296
0,211
0,140
0,93
0,74
0,62
0,59
0,58
0,61
0,65
0,73
0,86
0,104
0,133
0,187
0,250
0,302
0,342
0,368
0,384
0,405
0,411
0,405
0,395
0,374
0,348
0,303
0,227
0,146
0,98
0,75
0,65
0,59
0,57
0,59
0,61
0,71
0,81
0,97
0,118
0,167
0,247
0,323
0,389
0,429
0,451
0,468
0,478
0,484
0,481
0,469
0,447
0,415
1,350
0,255
0,165
0,112
0,96
0,87
0,85
0,88
0,91
0,98
0,111
0,128
0,151
0,217
0,346
0,474
0,586
0,641
0,677
0,690
0,700
0,704
0,704
0,698
0,679
0,628
0,511
0,367
0,218
0,153
0,131
0,124
0,120
0,122
0,128
0,140
0,160
0,186
0,244
0,371
0,516
0,682
0,770
0,810
0,824
0,831
0,832
0,828
0,809
0,774
0,718
0,575
0,414
0,251
0,167
0,146
0,141
0,144
0,145
0,153
0,168
0,193
0,240
0,356
0,503
0,662
0,794
0,834
0,849
0,851
0,846
0,836
0,821
0,799
0,761
0,672
0,512
0,348
0,199
0,154
0,139
0,129
0,132
0,135
0,147
0,168
0,198
0,248
0,372
0,518
0,673
0,782
0,817
0,836
0,840
0,832
0,825
0,807
0,778
0,714
0,589
0,440
0,308
0,185
0,142
0,129
0,123
0,124
0,126
0,136
0,148
0,172
0,228
0,356
0,497
0,617
0,659
0,669
0,661
0,655
0,634
0,611
0,582
0,539
0,473
0,377
0,265
0,168
0,112
0,88
0,78
0,73
0,72
0,74
0,77
0,83
0,97
0,112
0,137
0,185
0,242
0,290
0,323
0,344
0,355
0,357
0,354
0,339
0,313
0,277
0,235
0,180
0,134
0,99
0,76
0,61
0,52
0,45
0,47
0,50
0,55
0,64
0,77
0,97
0,121
0,149
0,180
0,219
0,252
0,280
0,295
0,303
0,302
0,298
0,285
0,258
0,224
0,180
0,141
0,104
0,78
0,58
0,47
0,40
0,36
0,38
0,39
0,46
0,53
0,65
0,82
0,108
0,139
0,177
0,211
0,249
0,272
0,294
0,306
0,311
0,306
0,295
0,276
0,241
0,188
0,136
0,98
0,76
0,59
0,51
0,48
0,47
0,51
0,60
0,70
0,85
0,105
0,143
0,209
0,290
0,372
0,430
0,470
0,498
0,522
0,539
0,544
0,543
0,535
0,504
0,435
0,330
0,234
0,147
0,111
0,99
0,97
0,94
0,98
0,107
0,114
0,130
0,159
0,207
0,320
0,438
0,547
0,623
0,668
0,695
0,710
0,716
0,720
0,712
0,688
0,649
0,558
0,430
0,297
0,171
0,128
0,116
0,111
0,114
0,118
0,128
0,145
0,167
0,212
0,315
0,461
0,614
0,733
0,777
0,798
0,807
0,798
0,780
0,760
0,738
0,705
0,631
0,498
0,350
0,199
0,140
0,127
0,120
0,115
0,115
0,121
0,129
0,143
0,165
0,200
0,298
0,424
0,557
0,663
0,700
0,725
0,738
0,734
0,730
0,720
0,701
0,663
0,590
0,454
0,309
0,174
0,124
0,108
0,101
0,100
0,105
0,112
0,125
0,144
0,179
0,266
0,387
0,511
0,618
0,657
0,678
0,683
0,684
0,679
0,668
0,648
0,610
0,552
0,449
0,316
0,195
0,123
0,99
0,90
0,83
0,80
0,83
0,91
0,97
0,106
0,124
0,154
0,221
0,300
0,379
0,439
0,455
0,464
0,464
0,462
0,452
0,431
0,403
0,365
0,326
0,254
0,179
0,118
0,86
0,70
0,60
0,59
0,58
0,61
0,68
0,77
0,93
0,112
0,147
0,211
0,273
0,323
0,356
0,376
0,393
0,403
0,407
0,398
0,383
0,359
0,323
0,260
0,185
0,120
0,85
0,68
0,61
0,57
0,56
0,60
0,63
0,74
0,85
0,101
0,131
0,187
0,266
0,340
0,399
0,437
0,454
0,473
0,482
0,483
0,475
0,457
0,430
0,380
0,295
0,203
0,128
0,100
0,87
0,83
0,87
0,88
0,93
0,104
0,120
0,138
0,178
0,277
0,407
0,528
0,613
0,655
0,680
0,691
0,704
0,704
0,699
0,688
0,668
0,591
0,457
0,298
0,178
0,141
0,127
0,121
0,120
0,124
0,135
0,150
0,178
0,224
0,343
0,495
0,648
0,757
0,802
0,819
0,829
0,833
0,831
0,816
0,790
0,750
0,652
0,499
0,331
0,194
0,153
0,143
0,143
0,144
0,150
0,161
0,184
0,221
0,321
0,472
0,633
0,778
0,829
0,846
0,852
0,847
0,836
0,820
0,799
0,768
0,695
0,549
0,388
0,225
0,160
0,140
0,131
0,129
0,133
0,141
0,156
0,183
0,219
0,306
0,452
0,599
0,747
0,805
0,831
0,841
0,835
0,829
0,812
0,789
0,738
0,651
0,498
0,337
0,189
0,144
0,130
0,124
0,123
0,126
0,132
0,141
0,163
0,203
0,316
0,454
0,572
0,649
0,664
0,667
0,657
0,642
0,619
0,595
0,562
0,504
0,414
0,294
0,192
0,119
0,94
0,80
0,74
0,71
0,73
0,76
0,83
0,94
0,110
0,134
0,181
0,237
0,280
0,317
0,342
0,354
0,360
0,354
0,344
0,326
0,296
0,255
0,203
0,150
0,112
0,83
0,64
0,55
0,49
0,46
0,48
0,52
0,59
0,71
0,86
0,113
0,149
0,186
0,216
0,251
0,276
0,295
0,301
0,303
0,295
0,282
0,257
0,223
0,178
0,136
0,103
0,78
0,59
0,48
0,42
0,37
0,37
0,39
0,44
0,51
0,64
0,81
0,104
0,135
0,171
0,209
0,248
0,273
0,296
0,307
0,310
0,306
0,295
0,270
0,227
0,172
0,125
0,89
0,68
0,57
0,49
0,46
0,47
0,50
0,59
0,71
0,85
0,106
0,142
0,200
0,277
0,356
0,416
0,459
0,489
0,512
0,536
0,540
0,539
0,535
0,500
0,426
0,317
0,221
0,140
0,111
0,96
0,95
0,94
0,97
0,103
0,108
0,125
0,157
0,217
0,322
0,435
0,538
0,607
0,645
0,676
0,694
0,702
0,711
0,708
0,694
0,655
0,586
0,460
0,331
0,196
0,134
0,119
0,111
0,116
0,119
0,131
0,145
0,165
0,210
0,322
0,467
0,620
0,725
0,762
0,778
0,788
0,780
0,763
0,743
0,722
0,694
0,635
0,525
0,393
0,250
0,148
0,128
0,118
0,113
0,111
0,116
0,124
0,133
0,152
0,181
0,261
0,385
0,513
0,634
0,678
1,706
0,721
0,721
0,717
0,708
0,691
0,655
0,591
0,473
0,328
0,192
0,127
0,108
0,100
0,97
0,98
0,105
0,113
0,128
0,152
0,197
0,308
0,425
0,543
0,624
0,657
0,670
0,672
0,671
0,663
0,646
0,619
0,573
0,486
0,353
0,225
0,130
0,103
0,89
0,85
0,81
0,82
0,87
0,96

